,index,archive_date,market_open,market_high,market_low,market_close,market_volume,market_ticker,macro_open,macro_high,macro_low,macro_close,indicators_rsi,indicators_sma,indicators_ema,Unnamed: 0,financial_share,fin_pos_share_count,fin_neg_share_count,fin_neu_share_count,fin_pos_share,fin_neg_share,fin_neu_share
139,475,03.11.2026,85.65,87.46,85.65,87.4,5776376.0,SHEL,0.8612,0.8649,0.8587,0.8645,58.5854,150.385,149.987,,,,,,,,
140,476,03.11.2026,55.63,57.04,55.54,56.98,48743711.0,XLE,0.8612,0.8649,0.8587,0.8645,58.5854,150.385,149.987,,,,,,,,
141,477,03.11.2026,40.6,41.585,40.4,41.56,16385256.0,BP,0.8612,0.8649,0.8587,0.8645,58.5854,150.385,149.987,,,,,,,,
142,478,03.11.2026,186.59,191.86,186.49,191.79,11371742.0,CVX,0.8612,0.8649,0.8587,0.8645,58.5854,150.385,149.987,,,,,,,,
143,479,03.11.2026,105.03,108.36,100.99,108.05,80928896.0,USO,0.8612,0.8649,0.8587,0.8645,58.5854,150.385,149.987,,,,,,,,
144,484,03.12.2026,115.69,119.13,113.91,118.39,93641511.0,USO,0.8645,0.8687,0.8638,0.8686,61.4419,150.8314,150.4594,,,,,,,,
145,480,03.12.2026,87.93,88.975,87.81,88.36,6540509.0,SHEL,0.8645,0.8687,0.8638,0.8686,61.4419,150.8314,150.4594,,,,,,,,
146,481,03.12.2026,57.13,58.215,57.06,57.51,69358707.0,XLE,0.8645,0.8687,0.8638,0.8686,61.4419,150.8314,150.4594,,,,,,,,
147,483,03.12.2026,152.265,155.0,151.63,153.53,26053965.0,XOM,0.8645,0.8687,0.8638,0.8686,61.4419,150.8314,150.4594,,,,,,,,
148,485,03.12.2026,192.58,198.88,191.77,196.97,27151829.0,CVX,0.8645,0.8687,0.8638,0.8686,61.4419,150.8314,150.4594,,,,,,,,
149,482,03.12.2026,41.76,42.4762,41.68,42.16,15577724.0,BP,0.8645,0.8687,0.8638,0.8686,61.4419,150.8314,150.4594,,,,,,,,
150,565,04.01.2026,124.86,125.7315,122.48,124.09,45287023.0,USO,0.8654,0.8658,0.86,0.8629,54.2123,162.5486,162.6781,18.0,0.0448717948717948,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.4671763112325773,0.4257357830740633,0.1070879056933594
151,566,04.01.2026,93.26,93.68,90.94,92.03,15524377.0,SHEL,0.8654,0.8658,0.86,0.8629,54.2123,162.5486,162.6781,18.0,0.0448717948717948,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.4671763112325773,0.4257357830740633,0.1070879056933594
152,567,04.01.2026,201.99,204.78,194.91,197.41,23051863.0,CVX,0.8654,0.8658,0.86,0.8629,54.2123,162.5486,162.6781,18.0,0.0448717948717948,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.4671763112325773,0.4257357830740633,0.1070879056933594
153,568,04.01.2026,59.72,60.62,58.355,58.97,96652895.0,XLE,0.8654,0.8658,0.86,0.8629,54.2123,162.5486,162.6781,18.0,0.0448717948717948,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.4671763112325773,0.4257357830740633,0.1070879056933594
154,564,04.01.2026,47.09,47.42,45.555,46.17,36898292.0,BP,0.8654,0.8658,0.86,0.8629,54.2123,162.5486,162.6781,18.0,0.0448717948717948,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.4671763112325773,0.4257357830740633,0.1070879056933594
155,569,04.01.2026,165.77,168.0,159.53,160.78,37927639.0,XOM,0.8654,0.8658,0.86,0.8629,54.2123,162.5486,162.6781,18.0,0.0448717948717948,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.4671763112325773,0.4257357830740633,0.1070879056933594
156,575,04.02.2026,47.69,47.99,46.65,47.12,29980742.0,BP,0.8628,0.8688,0.8615,0.8666,54.0666,162.875,162.4131,19.0,0.2482269503546099,0.4714285714285714,0.3928571428571428,0.1357142857142857,0.4691798930918062,0.4203369860483212,0.1104831208598726
157,574,04.02.2026,164.49,166.9,159.59,160.69,25377657.0,XOM,0.8628,0.8688,0.8615,0.8666,54.0666,162.875,162.4131,19.0,0.2482269503546099,0.4714285714285714,0.3928571428571428,0.1357142857142857,0.4691798930918062,0.4203369860483212,0.1104831208598726
158,573,04.02.2026,60.53,61.01,58.98,59.25,60400533.0,XLE,0.8628,0.8688,0.8615,0.8666,54.0666,162.875,162.4131,19.0,0.2482269503546099,0.4714285714285714,0.3928571428571428,0.1357142857142857,0.4691798930918062,0.4203369860483212,0.1104831208598726
159,571,04.02.2026,139.27,140.0,131.89,137.92,63983581.0,USO,0.8628,0.8688,0.8615,0.8666,54.0666,162.875,162.4131,19.0,0.2482269503546099,0.4714285714285714,0.3928571428571428,0.1357142857142857,0.4691798930918062,0.4203369860483212,0.1104831208598726
160,570,04.02.2026,93.71,94.66,92.89,93.1,11348929.0,SHEL,0.8628,0.8688,0.8615,0.8666,54.0666,162.875,162.4131,19.0,0.2482269503546099,0.4714285714285714,0.3928571428571428,0.1357142857142857,0.4691798930918062,0.4203369860483212,0.1104831208598726
161,572,04.02.2026,202.51,205.48,198.04,198.97,11528048.0,CVX,0.8628,0.8688,0.8615,0.8666,54.0666,162.875,162.4131,19.0,0.2482269503546099,0.4714285714285714,0.3928571428571428,0.1357142857142857,0.4691798930918062,0.4203369860483212,0.1104831208598726
162,578,04.06.2026,160.57,163.75,159.53,163.37,16344261.0,XOM,0.8681,0.8691,0.8641,0.8664,57.7112,163.3136,162.5407,,,,,,,,
163,581,04.06.2026,93.0,93.66,92.34,93.64,4428306.0,SHEL,0.8681,0.8691,0.8641,0.8664,57.7112,163.3136,162.5407,,,,,,,,
164,576,04.06.2026,138.505,140.89,136.38,138.94,28315539.0,USO,0.8681,0.8691,0.8641,0.8664,57.7112,163.3136,162.5407,,,,,,,,
165,577,04.06.2026,59.11,59.69,58.891,59.68,25474156.0,XLE,0.8681,0.8691,0.8641,0.8664,57.7112,163.3136,162.5407,,,,,,,,
166,580,04.06.2026,47.23,47.51,46.77,47.48,7255637.0,BP,0.8681,0.8691,0.8641,0.8664,57.7112,163.3136,162.5407,,,,,,,,
167,579,04.06.2026,198.5,199.7699,196.351,198.86,8245691.0,CVX,0.8681,0.8691,0.8641,0.8664,57.7112,163.3136,162.5407,,,,,,,,
168,584,04.07.2026,94.12,94.655,93.485,94.15,6946639.0,SHEL,0.8663,0.8677,0.8615,0.8624,58.427,163.6779,162.7232,,,,,,,,
169,583,04.07.2026,164.22,166.24,161.77,163.91,25227501.0,XOM,0.8663,0.8677,0.8615,0.8624,58.427,163.6779,162.7232,,,,,,,,
170,582,04.07.2026,59.81,60.77,59.79,60.16,38811700.0,XLE,0.8663,0.8677,0.8615,0.8624,58.427,163.6779,162.7232,,,,,,,,
171,587,04.07.2026,47.09,47.765,47.04,47.24,11640003.0,BP,0.8663,0.8677,0.8615,0.8624,58.427,163.6779,162.7232,,,,,,,,
172,585,04.07.2026,141.33,143.98,130.0,138.08,50936426.0,USO,0.8663,0.8677,0.8615,0.8624,58.427,163.6779,162.7232,,,,,,,,
173,586,04.07.2026,199.97,204.62,199.24,201.54,11672585.0,CVX,0.8663,0.8677,0.8615,0.8624,58.427,163.6779,162.7232,,,,,,,,
174,588,04.08.2026,56.68,58.19,56.18,58.05,88023628.0,XLE,0.8624,0.8628,0.853,0.8573,46.386,163.58,161.8561,,,,,,,,
175,589,04.08.2026,153.52,156.35,150.98,156.22,31311201.0,XOM,0.8624,0.8628,0.853,0.8573,46.386,163.58,161.8561,,,,,,,,
176,590,04.08.2026,90.13,92.16,89.6802,92.01,10227871.0,SHEL,0.8624,0.8628,0.853,0.8573,46.386,163.58,161.8561,,,,,,,,
177,591,04.08.2026,119.055,125.23,118.06,124.58,52449284.0,USO,0.8624,0.8628,0.853,0.8573,46.386,163.58,161.8561,,,,,,,,
178,593,04.08.2026,44.7,45.975,44.165,45.89,18874440.0,BP,0.8624,0.8628,0.853,0.8573,46.386,163.58,161.8561,,,,,,,,
179,592,04.08.2026,191.41,193.17,188.6,192.89,17195447.0,CVX,0.8624,0.8628,0.853,0.8573,46.386,163.58,161.8561,,,,,,,,
180,599,04.09.2026,92.09,93.05,90.935,91.09,6230114.0,SHEL,0.8573,0.8583,0.853,0.8546,44.8583,163.3571,160.9473,,,,,,,,
181,598,04.09.2026,46.3,47.2051,45.58,45.9,13730212.0,BP,0.8573,0.8583,0.853,0.8546,44.8583,163.3571,160.9473,,,,,,,,
182,597,04.09.2026,127.19,129.64,123.06,126.96,44214797.0,USO,0.8573,0.8583,0.853,0.8546,44.8583,163.3571,160.9473,,,,,,,,
183,596,04.09.2026,58.2,59.02,57.11,57.33,55088507.0,XLE,0.8573,0.8583,0.853,0.8546,44.8583,163.3571,160.9473,,,,,,,,
184,595,04.09.2026,194.31,196.67,189.27,190.36,11633996.0,CVX,0.8573,0.8583,0.853,0.8546,44.8583,163.3571,160.9473,,,,,,,,
185,594,04.09.2026,156.86,159.23,154.31,155.04,25868377.0,XOM,0.8573,0.8583,0.853,0.8546,44.8583,163.3571,160.9473,,,,,,,,
186,66,12.01.2025,151.75,153.95,151.5,152.54,8208972.0,CVX,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959,,,,,,,,
187,67,12.01.2025,90.58,91.82,90.51,91.32,15575036.0,XLE,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959,,,,,,,,
188,68,12.01.2025,70.61,71.33,70.61,71.06,4462822.0,USO,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959,,,,,,,,
189,69,12.01.2025,36.39,36.72,36.34,36.51,4773756.0,BP,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959,,,,,,,,
190,70,12.01.2025,74.18,74.895,74.14,74.31,3304283.0,SHEL,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959,,,,,,,,
191,71,12.01.2025,116.1,117.41,116.1,116.63,12658100.0,XOM,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959,,,,,,,,
192,77,12.02.2025,116.44,116.6,114.69,115.38,14607704.0,XOM,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888,,,,,,,,
193,76,12.02.2025,152.02,152.46,149.26,150.25,9196311.0,CVX,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888,,,,,,,,
194,75,12.02.2025,74.23,74.321,73.57,73.96,3716093.0,SHEL,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888,,,,,,,,
195,74,12.02.2025,70.54,71.04,69.72,70.2,6339600.0,USO,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888,,,,,,,,
196,73,12.02.2025,91.18,91.18,89.685,90.14,16652460.0,XLE,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888,,,,,,,,
197,72,12.02.2025,36.48,36.515,36.175,36.36,3689402.0,BP,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888,,,,,,,,
198,78,12.03.2025,151.04,152.503,150.975,151.59,8060175.0,CVX,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164,,,,,,,,
199,79,12.03.2025,90.75,91.99,90.62,91.83,15086985.0,XLE,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164,,,,,,,,
200,80,12.03.2025,70.75,71.3,70.37,70.66,3173580.0,USO,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164,,,,,,,,
201,81,12.03.2025,36.69,37.26,36.69,37.24,5559317.0,BP,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164,,,,,,,,
202,82,12.03.2025,74.51,75.12,74.51,75.12,3818739.0,SHEL,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164,,,,,,,,
203,83,12.03.2025,115.945,117.98,115.875,117.8,16819130.0,XOM,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164,,,,,,,,
204,84,12.04.2025,117.5,118.34,116.66,117.14,13686897.0,XOM,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263,,,,,,,,
205,85,12.04.2025,91.78,92.365,91.51,92.22,11899849.0,XLE,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263,,,,,,,,
206,86,12.04.2025,74.83,75.1764,74.2945,74.5,3698887.0,SHEL,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263,,,,,,,,
207,87,12.04.2025,151.75,152.94,151.2215,152.26,7254724.0,CVX,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263,,,,,,,,
208,88,12.04.2025,37.01,37.44,36.97,37.23,7953693.0,BP,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263,,,,,,,,
209,89,12.04.2025,70.65,71.76,70.345,71.39,3957519.0,USO,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263,,,,,,,,
210,95,12.05.2025,73.59,74.065,72.98,73.01,4610019.0,SHEL,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421,,,,,,,,
211,94,12.05.2025,36.2,36.725,35.79,35.83,12361992.0,BP,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421,,,,,,,,
212,93,12.05.2025,46.03,46.66,45.91,45.92,21726505.0,XLE,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421,,,,,,,,
213,92,12.05.2025,116.75,118.775,116.41,116.54,12516864.0,XOM,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421,,,,,,,,
214,91,12.05.2025,71.33,72.34,71.31,71.92,4323622.0,USO,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421,,,,,,,,
215,90,12.05.2025,152.0,152.63,149.83,150.0,12659762.0,CVX,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421,,,,,,,,
216,101,12.08.2025,70.82,71.18,70.265,70.49,3021329.0,USO,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817,,,,,,,,
217,100,12.08.2025,73.095,73.61,72.67,72.7,3774498.0,SHEL,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817,,,,,,,,
218,99,12.08.2025,45.66,45.92,45.27,45.42,27762750.0,XLE,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817,,,,,,,,
219,98,12.08.2025,149.25,150.073,147.66,148.71,10078439.0,CVX,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817,,,,,,,,
220,97,12.08.2025,115.83,117.0,115.04,115.98,14856756.0,XOM,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817,,,,,,,,
221,96,12.08.2025,35.83,36.095,35.705,35.78,8207122.0,BP,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817,,,,,,,,
222,107,12.09.2025,149.05,150.1,148.22,148.49,8582393.0,CVX,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299,,,,,,,,
223,106,12.09.2025,35.79,36.0181,35.52,35.55,5698276.0,BP,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299,,,,,,,,
224,105,12.09.2025,73.06,73.4,72.52,72.55,2713214.0,SHEL,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299,,,,,,,,
225,103,12.09.2025,116.9,120.47,116.89,118.25,23781621.0,XOM,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299,,,,,,,,
226,104,12.09.2025,45.5,46.08,45.46,45.7,20809121.0,XLE,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299,,,,,,,,
227,102,12.09.2025,70.38,70.42,69.66,69.86,3105419.0,USO,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299,,,,,,,,
228,108,12.10.2025,69.43,70.7,69.125,70.54,8095997.0,USO,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158,,,,,,,,
229,109,12.10.2025,35.54,35.975,35.42,35.88,6045745.0,BP,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158,,,,,,,,
230,110,12.10.2025,118.725,119.865,118.37,119.54,19845192.0,XOM,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158,,,,,,,,
231,111,12.10.2025,72.64,73.045,72.285,72.88,3396839.0,SHEL,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158,,,,,,,,
232,112,12.10.2025,149.175,151.8,148.7,151.41,10976295.0,CVX,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158,,,,,,,,
233,113,12.10.2025,45.84,46.27,45.63,46.18,26255067.0,XLE,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158,,,,,,,,
234,117,12.11.2025,45.9,46.245,45.84,45.96,25664929.0,XLE,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503,66.0,0.2390438247011952,0.4416666666666666,0.3166666666666666,0.2416666666666666,0.4532432604063512,0.3309637583637181,0.2157929812299306
235,119,12.11.2025,35.72,35.885,35.46,35.53,6257914.0,BP,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503,66.0,0.2390438247011952,0.4416666666666666,0.3166666666666666,0.2416666666666666,0.4532432604063512,0.3309637583637181,0.2157929812299306
236,118,12.11.2025,150.83,151.94,150.1,150.72,8414160.0,CVX,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503,66.0,0.2390438247011952,0.4416666666666666,0.3166666666666666,0.2416666666666666,0.4532432604063512,0.3309637583637181,0.2157929812299306
237,116,12.11.2025,72.68,73.165,72.64,72.86,3556691.0,SHEL,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503,66.0,0.2390438247011952,0.4416666666666666,0.3166666666666666,0.2416666666666666,0.4532432604063512,0.3309637583637181,0.2157929812299306
238,114,12.11.2025,68.59,69.2851,68.31,69.25,8487465.0,USO,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503,66.0,0.2390438247011952,0.4416666666666666,0.3166666666666666,0.2416666666666666,0.4532432604063512,0.3309637583637181,0.2157929812299306
239,115,12.11.2025,119.11,120.36,119.065,119.54,14781787.0,XOM,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503,66.0,0.2390438247011952,0.4416666666666666,0.3166666666666666,0.2416666666666666,0.4532432604063512,0.3309637583637181,0.2157929812299306
240,125,12.12.2025,46.045,46.235,45.39,45.51,32059898.0,XLE,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448,67.0,0.2156862745098039,0.3863636363636363,0.4659090909090909,0.1477272727272727,0.3826597902856685,0.4871249530131838,0.1302152567011475
241,123,12.12.2025,151.15,151.55,149.63,149.99,5848050.0,CVX,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448,67.0,0.2156862745098039,0.3863636363636363,0.4659090909090909,0.1477272727272727,0.3826597902856685,0.4871249530131838,0.1302152567011475
242,122,12.12.2025,35.46,35.51,35.03,35.26,6524852.0,BP,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448,67.0,0.2156862745098039,0.3863636363636363,0.4659090909090909,0.1477272727272727,0.3826597902856685,0.4871249530131838,0.1302152567011475
243,121,12.12.2025,119.44,119.92,118.31,118.82,14459538.0,XOM,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448,67.0,0.2156862745098039,0.3863636363636363,0.4659090909090909,0.1477272727272727,0.3826597902856685,0.4871249530131838,0.1302152567011475
244,120,12.12.2025,68.87,69.125,68.47,68.81,5306042.0,USO,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448,67.0,0.2156862745098039,0.3863636363636363,0.4659090909090909,0.1477272727272727,0.3826597902856685,0.4871249530131838,0.1302152567011475
245,124,12.12.2025,72.4,72.57,71.865,72.33,3693241.0,SHEL,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448,67.0,0.2156862745098039,0.3863636363636363,0.4659090909090909,0.1477272727272727,0.3826597902856685,0.4871249530131838,0.1302152567011475
246,244,13.01.2026,72.78,73.94,72.745,73.48,10694220.0,USO,0.8569,0.8595,0.8562,0.8588,63.9208,120.9725,121.2431,68.0,0.2086167800453514,0.5108695652173914,0.3369565217391304,0.1521739130434782,0.5126539025152179,0.355150950431817,0.1321951470529651
247,243,13.01.2026,34.65,35.525,34.58,35.36,9971440.0,BP,0.8569,0.8595,0.8562,0.8588,63.9208,120.9725,121.2431,68.0,0.2086167800453514,0.5108695652173914,0.3369565217391304,0.1521739130434782,0.5126539025152179,0.355150950431817,0.1321951470529651
248,242,13.01.2026,125.0,127.14,124.81,126.54,21619727.0,XOM,0.8569,0.8595,0.8562,0.8588,63.9208,120.9725,121.2431,68.0,0.2086167800453514,0.5108695652173914,0.3369565217391304,0.1521739130434782,0.5126539025152179,0.355150950431817,0.1321951470529651
249,241,13.01.2026,163.47,166.13,163.3,163.87,12068630.0,CVX,0.8569,0.8595,0.8562,0.8588,63.9208,120.9725,121.2431,68.0,0.2086167800453514,0.5108695652173914,0.3369565217391304,0.1521739130434782,0.5126539025152179,0.355150950431817,0.1321951470529651
250,240,13.01.2026,46.73,47.39,46.68,47.0,50469235.0,XLE,0.8569,0.8595,0.8562,0.8588,63.9208,120.9725,121.2431,68.0,0.2086167800453514,0.5108695652173914,0.3369565217391304,0.1521739130434782,0.5126539025152179,0.355150950431817,0.1321951470529651
251,245,13.01.2026,72.36,73.6302,72.31,73.18,6483292.0,SHEL,0.8569,0.8595,0.8562,0.8588,63.9208,120.9725,121.2431,68.0,0.2086167800453514,0.5108695652173914,0.3369565217391304,0.1521739130434782,0.5126539025152179,0.355150950431817,0.1321951470529651
252,374,13.02.2026,150.55,151.66,147.98,148.45,20166031.0,XOM,0.8423,0.844,0.8413,0.8425,67.0552,144.7172,144.8466,69.0,0.2152173913043478,0.404040404040404,0.3636363636363636,0.2323232323232323,0.4064157744420063,0.3710096518744928,0.2225745736835008
253,375,13.02.2026,76.12,76.72,75.66,76.22,6172193.0,USO,0.8423,0.844,0.8413,0.8425,67.0552,144.7172,144.8466,69.0,0.2152173913043478,0.404040404040404,0.3636363636363636,0.2323232323232323,0.4064157744420063,0.3710096518744928,0.2225745736835008
254,376,13.02.2026,78.18,78.81,77.925,78.77,5364745.0,SHEL,0.8423,0.844,0.8413,0.8425,67.0552,144.7172,144.8466,69.0,0.2152173913043478,0.404040404040404,0.3636363636363636,0.2323232323232323,0.4064157744420063,0.3710096518744928,0.2225745736835008
255,377,13.02.2026,53.94,54.575,53.81,54.35,48392131.0,XLE,0.8423,0.844,0.8413,0.8425,67.0552,144.7172,144.8466,69.0,0.2152173913043478,0.404040404040404,0.3636363636363636,0.2323232323232323,0.4064157744420063,0.3710096518744928,0.2225745736835008
256,373,13.02.2026,37.19,37.725,36.97,37.66,7462973.0,BP,0.8423,0.844,0.8413,0.8425,67.0552,144.7172,144.8466,69.0,0.2152173913043478,0.404040404040404,0.3636363636363636,0.2323232323232323,0.4064157744420063,0.3710096518744928,0.2225745736835008
257,372,13.02.2026,182.54,184.84,181.72,183.74,9034683.0,CVX,0.8423,0.844,0.8413,0.8425,67.0552,144.7172,144.8466,69.0,0.2152173913043478,0.404040404040404,0.3636363636363636,0.2323232323232323,0.4064157744420063,0.3710096518744928,0.2225745736835008
258,491,13.03.2026,115.08,121.15,114.56,119.89,59716043.0,USO,0.8687,0.8763,0.8672,0.8759,64.9043,151.2143,151.2141,70.0,0.1735357917570499,0.175,0.65,0.175,0.1675669432710046,0.6926073449105353,0.1398257118184601
259,489,13.03.2026,42.26,42.83,42.04,42.67,14407479.0,BP,0.8687,0.8763,0.8672,0.8759,64.9043,151.2143,151.2141,70.0,0.1735357917570499,0.175,0.65,0.175,0.1675669432710046,0.6926073449105353,0.1398257118184601
260,487,13.03.2026,88.73,89.91,88.44,89.43,7055150.0,SHEL,0.8687,0.8763,0.8672,0.8759,64.9043,151.2143,151.2141,70.0,0.1735357917570499,0.175,0.65,0.175,0.1675669432710046,0.6926073449105353,0.1398257118184601
261,486,13.03.2026,57.5,57.93,57.1,57.7,43374633.0,XLE,0.8687,0.8763,0.8672,0.8759,64.9043,151.2143,151.2141,70.0,0.1735357917570499,0.175,0.65,0.175,0.1675669432710046,0.6926073449105353,0.1398257118184601
262,490,13.03.2026,154.3,156.89,152.975,156.12,22414094.0,XOM,0.8687,0.8763,0.8672,0.8759,64.9043,151.2143,151.2141,70.0,0.1735357917570499,0.175,0.65,0.175,0.1675669432710046,0.6926073449105353,0.1398257118184601
263,488,13.03.2026,196.0,197.63,194.69,196.82,13016954.0,CVX,0.8687,0.8763,0.8672,0.8759,64.9043,151.2143,151.2141,70.0,0.1735357917570499,0.175,0.65,0.175,0.1675669432710046,0.6926073449105353,0.1398257118184601
264,0,13.11.2025,70.5,70.54,69.845,69.85,4174730.0,USO,,,,,62.5786,114.2701,114.6296,71.0,0.2734864300626304,0.4503816793893129,0.4045801526717557,0.1450381679389313,0.4538494900823125,0.4140401582483012,0.1321103516693861
265,1,13.11.2025,118.63,119.76,118.28,118.79,17291874.0,XOM,,,,,62.5786,114.2701,114.6296,71.0,0.2734864300626304,0.4503816793893129,0.4045801526717557,0.1450381679389313,0.4538494900823125,0.4140401582483012,0.1321103516693861
266,2,13.11.2025,90.54,91.3,90.075,90.48,16121910.0,XLE,,,,,62.5786,114.2701,114.6296,71.0,0.2734864300626304,0.4503816793893129,0.4045801526717557,0.1450381679389313,0.4538494900823125,0.4140401582483012,0.1321103516693861
267,3,13.11.2025,154.0,156.2025,153.93,155.58,7998740.0,CVX,,,,,62.5786,114.2701,114.6296,71.0,0.2734864300626304,0.4503816793893129,0.4045801526717557,0.1450381679389313,0.4538494900823125,0.4140401582483012,0.1321103516693861
268,4,13.11.2025,76.44,76.82,75.665,75.92,4360533.0,SHEL,,,,,62.5786,114.2701,114.6296,71.0,0.2734864300626304,0.4503816793893129,0.4045801526717557,0.1450381679389313,0.4538494900823125,0.4140401582483012,0.1321103516693861
269,5,13.11.2025,36.925,37.03,36.3719,36.49,5988946.0,BP,,,,,62.5786,114.2701,114.6296,71.0,0.2734864300626304,0.4503816793893129,0.4045801526717557,0.1450381679389313,0.4538494900823125,0.4140401582483012,0.1321103516693861
270,250,14.01.2026,73.42,74.89,73.33,74.35,8057858.0,SHEL,0.8586,0.8594,0.8575,0.8587,69.0358,121.7373,122.3189,73.0,0.188034188034188,0.3977272727272727,0.4204545454545454,0.1818181818181818,0.409336334261923,0.4171955974096336,0.1734680683284433
271,248,14.01.2026,34.97,36.29,34.94,35.82,15467269.0,BP,0.8586,0.8594,0.8575,0.8587,69.0358,121.7373,122.3189,73.0,0.188034188034188,0.3977272727272727,0.4204545454545454,0.1818181818181818,0.409336334261923,0.4171955974096336,0.1734680683284433
272,247,14.01.2026,127.35,131.72,127.13,130.2,27593938.0,XOM,0.8586,0.8594,0.8575,0.8587,69.0358,121.7373,122.3189,73.0,0.188034188034188,0.3977272727272727,0.4204545454545454,0.1818181818181818,0.409336334261923,0.4171955974096336,0.1734680683284433
273,246,14.01.2026,74.26,75.16,71.41,72.61,17618094.0,USO,0.8586,0.8594,0.8575,0.8587,69.0358,121.7373,122.3189,73.0,0.188034188034188,0.3977272727272727,0.4204545454545454,0.1818181818181818,0.409336334261923,0.4171955974096336,0.1734680683284433
274,249,14.01.2026,164.1,169.37,164.1,167.24,16414917.0,CVX,0.8586,0.8594,0.8575,0.8587,69.0358,121.7373,122.3189,73.0,0.188034188034188,0.3977272727272727,0.4204545454545454,0.1818181818181818,0.409336334261923,0.4171955974096336,0.1734680683284433
275,251,14.01.2026,47.25,48.65,47.18,48.06,80750152.0,XLE,0.8586,0.8594,0.8575,0.8587,69.0358,121.7373,122.3189,73.0,0.188034188034188,0.3977272727272727,0.4204545454545454,0.1818181818181818,0.409336334261923,0.4171955974096336,0.1734680683284433
