archive_date,market_open,market_high,market_low,market_close,market_volume,market_ticker,macro_open,macro_high,macro_low,macro_close,indicators_rsi,indicators_sma,indicators_ema
2025-11-21,150.435,151.01,148.75,149.98,9248445.0,CVX,0.8673,0.8702,0.8654,0.8685,55.6071,115.9109,115.9573
2025-11-21,89.01,89.81,88.07,89.42,19658610.0,XLE,0.8673,0.8702,0.8654,0.8685,55.6071,115.9109,115.9573
2025-11-24,35.64,35.965,35.42,35.91,6694710.0,BP,0.8685,0.8693,0.8657,0.8679,51.4392,116.11,115.8535
2025-11-24,89.32,89.45,87.79,89.17,16840899.0,XLE,0.8685,0.8693,0.8657,0.8679,51.4392,116.11,115.8535
2025-11-24,149.82,150.12,147.74,149.75,14181131.0,CVX,0.8685,0.8693,0.8657,0.8679,51.4392,116.11,115.8535
2025-11-24,117.2,117.2,114.74,115.97,18034923.0,XOM,0.8685,0.8693,0.8657,0.8679,51.4392,116.11,115.8535
2025-11-24,72.84,73.35,72.46,73.23,3535462.0,SHEL,0.8685,0.8693,0.8657,0.8679,51.4392,116.11,115.8535
2025-11-24,69.27,70.59,68.85,70.42,4551343.0,USO,0.8685,0.8693,0.8657,0.8679,51.4392,116.11,115.8535
2025-11-25,68.95,69.49,68.26,69.25,5888764.0,USO,0.8679,0.8687,0.863,0.8642,46.502,116.238,115.5702
2025-11-25,88.47,88.96,87.875,88.61,14649462.0,XLE,0.8679,0.8687,0.863,0.8642,46.502,116.238,115.5702
2025-11-25,148.895,149.9,148.27,148.53,11447942.0,CVX,0.8679,0.8687,0.863,0.8642,46.502,116.238,115.5702
2025-11-25,35.77,35.945,35.505,35.69,5403416.0,BP,0.8679,0.8687,0.863,0.8642,46.502,116.238,115.5702
2025-11-25,73.17,73.44,72.75,72.8,5421724.0,SHEL,0.8679,0.8687,0.863,0.8642,46.502,116.238,115.5702
2025-11-25,115.18,115.9,114.19,114.51,14434558.0,XOM,0.8679,0.8687,0.863,0.8642,46.502,116.238,115.5702
2025-11-26,35.83,36.11,35.795,35.93,3990497.0,BP,0.8642,0.866,0.8619,0.8623,47.469,116.3266,115.3591
2025-11-26,69.07,70.19,69.05,70.04,3201792.0,USO,0.8642,0.866,0.8619,0.8623,47.469,116.3266,115.3591
2025-11-26,148.26,150.46,148.2,149.51,7578938.0,CVX,0.8642,0.866,0.8619,0.8623,47.469,116.3266,115.3591
2025-11-26,73.15,73.67,73.12,73.41,3504885.0,SHEL,0.8642,0.866,0.8619,0.8623,47.469,116.3266,115.3591
2025-11-26,114.41,115.7391,114.31,114.77,11650597.0,XOM,0.8642,0.866,0.8619,0.8623,47.469,116.3266,115.3591
2025-11-26,88.59,89.915,88.51,89.28,13305515.0,XLE,0.8642,0.866,0.8619,0.8623,47.469,116.3266,115.3591
2025-11-28,73.39,74.09,73.37,73.77,1682586.0,SHEL,0.8624,0.8654,0.8613,0.8623,51.6331,116.3056,115.3284
2025-11-28,149.455,151.52,149.2622,151.13,3848568.0,CVX,0.8624,0.8654,0.8613,0.8623,51.6331,116.3056,115.3284
2025-11-28,89.33,90.835,89.195,90.45,8333313.0,XLE,0.8624,0.8654,0.8613,0.8623,51.6331,116.3056,115.3284
2025-11-28,70.44,71.3,70.44,71.07,3363812.0,USO,0.8624,0.8654,0.8613,0.8623,51.6331,116.3056,115.3284
2025-11-28,35.82,36.21,35.8,36.1,2879519.0,BP,0.8624,0.8654,0.8613,0.8623,51.6331,116.3056,115.3284
2025-11-28,114.95,118.74,114.82,115.92,7240825.0,XOM,0.8624,0.8654,0.8613,0.8623,51.6331,116.3056,115.3284
2025-12-01,151.75,153.95,151.5,152.54,8208972.0,CVX,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959
2025-12-01,90.58,91.82,90.51,91.32,15575036.0,XLE,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959
2025-12-01,70.61,71.33,70.61,71.06,4462822.0,USO,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959
2025-12-01,36.39,36.72,36.34,36.51,4773756.0,BP,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959
