archive_date,market_open,market_high,market_low,market_close,market_volume,market_ticker,macro_open,macro_high,macro_low,macro_close,indicators_rsi,indicators_sma,indicators_ema
2025-12-01,74.18,74.895,74.14,74.31,3304283.0,SHEL,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959
2025-12-01,116.1,117.41,116.1,116.63,12658100.0,XOM,0.8623,0.8628,0.8581,0.8613,54.0547,116.2646,115.3959
2025-12-02,36.48,36.515,36.175,36.36,3689402.0,BP,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888
2025-12-02,91.18,91.18,89.685,90.14,16652460.0,XLE,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888
2025-12-02,70.54,71.04,69.72,70.2,6339600.0,USO,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888
2025-12-02,74.23,74.321,73.57,73.96,3716093.0,SHEL,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888
2025-12-02,152.02,152.46,149.26,150.25,9196311.0,CVX,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888
2025-12-02,116.44,116.6,114.69,115.38,14607704.0,XOM,0.8613,0.8627,0.86,0.8603,49.3683,116.0252,115.2888
2025-12-03,151.04,152.503,150.975,151.59,8060175.0,CVX,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164
2025-12-03,90.75,91.99,90.62,91.83,15086985.0,XLE,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164
2025-12-03,70.75,71.3,70.37,70.66,3173580.0,USO,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164
2025-12-03,36.69,37.26,36.69,37.24,5559317.0,BP,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164
2025-12-03,74.51,75.12,74.51,75.12,3818739.0,SHEL,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164
2025-12-03,115.945,117.98,115.875,117.8,16819130.0,XOM,0.8601,0.8604,0.8563,0.8567,57.1192,116.0742,115.5164
2025-12-04,117.5,118.34,116.66,117.14,13686897.0,XOM,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263
2025-12-04,91.78,92.365,91.51,92.22,11899849.0,XLE,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263
2025-12-04,74.83,75.1764,74.2945,74.5,3698887.0,SHEL,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263
2025-12-04,151.75,152.94,151.2215,152.26,7254724.0,CVX,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263
2025-12-04,37.01,37.44,36.97,37.23,7953693.0,BP,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263
2025-12-04,70.65,71.76,70.345,71.39,3957519.0,USO,0.8568,0.859,0.8559,0.8587,54.6616,116.0293,115.6263
2025-12-05,152.0,152.63,149.83,150.0,12659762.0,CVX,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421
2025-12-05,71.33,72.34,71.31,71.92,4323622.0,USO,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421
2025-12-05,116.75,118.775,116.41,116.54,12516864.0,XOM,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421
2025-12-05,46.03,46.66,45.91,45.92,21726505.0,XLE,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421
2025-12-05,36.2,36.725,35.79,35.83,12361992.0,BP,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421
2025-12-05,73.59,74.065,72.98,73.01,4610019.0,SHEL,0.8587,0.8599,0.8567,0.8589,52.452,115.8342,115.6421
2025-12-08,35.83,36.095,35.705,35.78,8207122.0,BP,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817
2025-12-08,115.83,117.0,115.04,115.98,14856756.0,XOM,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817
2025-12-08,149.25,150.073,147.66,148.71,10078439.0,CVX,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817
2025-12-08,45.66,45.92,45.27,45.42,27762750.0,XLE,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817
2025-12-08,73.095,73.61,72.67,72.7,3774498.0,SHEL,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817
2025-12-08,70.82,71.18,70.265,70.49,3021329.0,USO,0.8584,0.8608,0.8566,0.8592,50.4042,115.7136,115.5817
2025-12-09,70.38,70.42,69.66,69.86,3105419.0,USO,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299
2025-12-09,116.9,120.47,116.89,118.25,23781621.0,XOM,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299
2025-12-09,45.5,46.08,45.46,45.7,20809121.0,XLE,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299
2025-12-09,73.06,73.4,72.52,72.55,2713214.0,SHEL,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299
2025-12-09,35.79,36.0181,35.52,35.55,5698276.0,BP,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299
2025-12-09,149.05,150.1,148.22,148.49,8582393.0,CVX,0.8593,0.8609,0.8578,0.86,57.6262,115.6583,115.8299
2025-12-10,69.43,70.7,69.125,70.54,8095997.0,USO,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158
2025-12-10,35.54,35.975,35.42,35.88,6045745.0,BP,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158
2025-12-10,118.725,119.865,118.37,119.54,19845192.0,XOM,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158
2025-12-10,72.64,73.045,72.285,72.88,3396839.0,SHEL,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158
2025-12-10,149.175,151.8,148.7,151.41,10976295.0,CVX,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158
2025-12-10,45.84,46.27,45.63,46.18,26255067.0,XLE,0.86,0.8604,0.8545,0.8549,61.0935,115.8137,116.2158
2025-12-11,68.59,69.2851,68.31,69.25,8487465.0,USO,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503
2025-12-11,119.11,120.36,119.065,119.54,14781787.0,XOM,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503
2025-12-11,72.68,73.165,72.64,72.86,3556691.0,SHEL,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503
2025-12-11,45.9,46.245,45.84,45.96,25664929.0,XLE,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503
2025-12-11,150.83,151.94,150.1,150.72,8414160.0,CVX,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503
2025-12-11,35.72,35.885,35.46,35.53,6257914.0,BP,0.8548,0.8559,0.8501,0.8519,61.0935,115.9924,116.5503
2025-12-12,68.87,69.125,68.47,68.81,5306042.0,USO,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448
2025-12-12,119.44,119.92,118.31,118.82,14459538.0,XOM,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448
2025-12-12,35.46,35.51,35.03,35.26,6524852.0,BP,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448
2025-12-12,151.15,151.55,149.63,149.99,5848050.0,CVX,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448
2025-12-12,72.4,72.57,71.865,72.33,3693241.0,SHEL,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448
2025-12-12,46.045,46.235,45.39,45.51,32059898.0,XLE,0.8518,0.8532,0.851,0.8517,58.0203,116.1159,116.7448
2025-12-15,149.84,150.1,148.43,149.8,7502951.0,CVX,0.8514,0.8527,0.8496,0.8507,53.7349,116.2429,116.7731
2025-12-15,45.61,45.61,44.82,45.19,27338430.0,XLE,0.8514,0.8527,0.8496,0.8507,53.7349,116.2429,116.7731
2025-12-15,119.01,119.03,116.85,117.76,16358669.0,XOM,0.8514,0.8527,0.8496,0.8507,53.7349,116.2429,116.7731
2025-12-15,35.53,35.53,34.96,35.25,6062575.0,BP,0.8514,0.8527,0.8496,0.8507,53.7349,116.2429,116.7731
2025-12-15,68.49,68.53,67.61,67.89,6298849.0,USO,0.8514,0.8527,0.8496,0.8507,53.7349,116.2429,116.7731
2025-12-15,72.79,72.85,71.9045,72.23,3934013.0,SHEL,0.8514,0.8527,0.8496,0.8507,53.7349,116.2429,116.7731
2025-12-16,44.83,44.85,43.77,43.81,48449300.0,XLE,0.8508,0.8521,0.8471,0.8513,43.6469,116.2549,116.3896
2025-12-16,66.75,66.78,65.985,66.17,6816102.0,USO,0.8508,0.8521,0.8471,0.8513,43.6469,116.2549,116.3896
2025-12-16,34.46,34.545,33.74,33.76,11885388.0,BP,0.8508,0.8521,0.8471,0.8513,43.6469,116.2549,116.3896
2025-12-16,148.54,148.82,146.49,146.75,11290538.0,CVX,0.8508,0.8521,0.8471,0.8513,43.6469,116.2549,116.3896
2025-12-16,116.765,116.84,114.61,114.68,17638716.0,XOM,0.8508,0.8521,0.8471,0.8513,43.6469,116.2549,116.3896
2025-12-16,71.16,71.28,70.115,70.46,5381812.0,SHEL,0.8508,0.8521,0.8471,0.8513,43.6469,116.2549,116.3896
2025-12-17,67.22,68.06,66.83,67.98,7397990.0,USO,0.8512,0.8544,0.8504,0.8516,52.2108,116.4422,116.4189
2025-12-17,147.5,149.87,147.35,149.52,8805268.0,CVX,0.8512,0.8544,0.8504,0.8516,52.2108,116.4422,116.4189
2025-12-17,34.5,34.56,34.12,34.47,7160792.0,BP,0.8512,0.8544,0.8504,0.8516,52.2108,116.4422,116.4189
2025-12-17,44.13,44.88,44.06,44.78,43016459.0,XLE,0.8512,0.8544,0.8504,0.8516,52.2108,116.4422,116.4189
2025-12-17,71.72,71.81,71.14,71.55,4871136.0,SHEL,0.8512,0.8544,0.8504,0.8516,52.2108,116.4422,116.4189
2025-12-17,115.21,117.62,115.17,117.41,18502152.0,XOM,0.8512,0.8544,0.8504,0.8516,52.2108,116.4422,116.4189
2025-12-18,148.85,149.27,147.08,147.69,6998843.0,CVX,0.8516,0.8538,0.8501,0.853,49.6228,116.4862,116.329
2025-12-18,44.65,44.71,43.98,44.13,29700827.0,XLE,0.8516,0.8538,0.8501,0.853,49.6228,116.4862,116.329
2025-12-18,116.99,116.99,115.63,116.54,13705560.0,XOM,0.8516,0.8538,0.8501,0.853,49.6228,116.4862,116.329
2025-12-18,67.77,67.9388,67.095,67.19,4713782.0,USO,0.8516,0.8538,0.8501,0.853,49.6228,116.4862,116.329
