,rsi,sma,ema
2006-05-03,56.5313,32.0699,31.9856
2006-05-04,53.4576,32.1331,31.9831
2006-05-05,57.2154,32.2034,32.0274
2006-05-08,55.1982,32.2095,32.0463
2006-05-09,54.5554,32.185,32.0566
2006-05-10,57.9538,32.1951,32.1046
2006-05-11,54.7452,32.151,32.1178
2006-05-12,46.6634,32.084,32.0467
2006-05-15,45.2483,32.0249,31.9688
2006-05-16,45.0033,31.9949,31.8986
2006-05-17,35.7327,31.925,31.7173
2006-05-18,34.4862,31.8208,31.5406
2006-05-19,38.9172,31.7246,31.4253
2006-05-22,41.4311,31.5953,31.3477
2006-05-23,39.369,31.4843,31.2541
2006-05-24,37.86,31.3794,31.1533
2006-05-25,48.308,31.301,31.1621
2006-05-26,48.7005,31.2354,31.1737
2006-05-30,40.9913,31.1229,31.0904
2006-05-31,45.7495,31.0152,31.0663
2006-06-01,47.0449,30.93,31.0589
2006-06-02,50.4827,30.9087,31.089
2006-06-05,41.8196,30.838,31.0069
2006-06-06,44.0803,30.7814,30.9594
2006-06-07,37.1888,30.7332,30.8133
2006-06-08,41.7448,30.7216,30.7355
2006-06-09,38.9554,30.6658,30.6233
2006-06-12,36.3034,30.5737,30.4808
2006-06-13,30.9232,30.4382,30.2497
2006-06-14,38.0719,30.3548,30.1273
2006-06-15,45.0955,30.2678,30.1104
2006-06-16,43.7986,30.167,30.0742
2006-06-19,38.5394,30.0652,29.9474
2006-06-20,38.5394,29.9376,29.8375
2006-06-21,42.3541,29.827,29.7876
2006-06-22,41.9772,29.6937,29.7382
2006-06-23,42.7694,29.623,29.7042
2006-06-26,47.079,29.5657,29.7235
2006-06-27,51.6034,29.5947,29.7964
2006-06-28,58.3887,29.6509,29.959
2006-06-29,63.1233,29.7763,30.1845
2006-06-30,57.3855,29.889,30.3109
2006-07-03,60.424,30.0884,30.4746
2006-07-05,61.8873,30.2606,30.6435
2006-07-06,65.0849,30.4182,30.8522
2006-07-07,61.2926,30.5647,30.9904
2006-07-10,62.0486,30.7695,31.1237
2006-07-11,65.4629,31.0083,31.3029
2006-07-12,65.3955,31.2226,31.4574
2006-07-13,65.775,31.4437,31.5982
2006-07-14,68.8304,31.6901,31.7763
2006-07-17,62.3323,31.8779,31.8698
2006-07-18,64.7606,32.0577,31.9921
2006-07-19,64.96,32.186,32.1015
2006-07-20,61.8685,32.2542,32.1685
2006-07-21,59.4889,32.3477,32.205
2006-07-24,65.8163,32.464,32.3333
2006-07-25,67.2789,32.5797,32.4703
2006-07-26,70.3688,32.6931,32.6471
2006-07-27,69.3034,32.8247,32.7916
2006-07-28,71.2167,32.9682,32.9527
2006-07-31,73.6831,33.1045,33.1424
2006-08-01,75.052,33.2571,33.3366
2006-08-02,75.9698,33.417,33.5251
2006-08-03,74.882,33.5427,33.6811
2006-08-04,75.9603,33.7127,33.838
2006-08-07,77.7002,33.8802,34.0104
2006-08-08,77.8282,34.0473,34.1626
2006-08-09,77.8965,34.23,34.2958
2006-08-10,79.175,34.4377,34.4364
2006-08-11,80.4636,34.6077,34.5846
2006-08-14,74.3645,34.7466,34.6805
2006-08-15,67.8983,34.8338,34.7256
2006-08-16,57.1878,34.885,34.6885
2006-08-17,60.2618,34.9355,34.691
2006-08-18,65.5841,34.9964,34.7625
2006-08-21,68.8044,35.0679,34.8741
2006-08-22,70.3591,35.1423,34.9966
2006-08-23,65.0316,35.1996,35.0634
2006-08-24,69.6783,35.285,35.1954
2006-08-25,67.1227,35.3403,35.29
2006-08-28,64.2355,35.3821,35.3497
2006-08-29,58.5633,35.3981,35.3544
2006-08-30,50.793,35.3602,35.2831
2006-08-31,46.9828,35.2852,35.1784
2006-09-01,49.7534,35.2433,35.117
2006-09-05,52.1339,35.2357,35.0896
2006-09-06,44.3863,35.2215,34.9774
2006-09-07,47.6718,35.2073,34.9149
2006-09-08,42.9562,35.1239,34.8009
2006-09-11,35.0271,34.9458,34.575
2006-09-12,34.1558,34.7452,34.3629
2006-09-13,38.674,34.5897,34.2239
2006-09-14,36.0503,34.3708,34.0593
2006-09-15,35.8088,34.1604,33.9125
2006-09-18,46.4354,34.022,33.8975
2006-09-19,42.7409,33.8796,33.8301
2006-09-20,37.2025,33.727,33.6772
2006-09-21,41.1603,33.6218,33.5903
2006-09-22,41.9252,33.5056,33.5237
2006-09-25,42.8483,33.3811,33.4762
2006-09-26,50.5754,33.3538,33.5282
2006-09-27,53.9978,33.3334,33.6209
2006-09-28,55.5601,33.3571,33.7236
2006-09-29,53.4284,33.4357,33.7881
2006-10-02,52.8221,33.5195,33.8373
2006-10-03,44.2285,33.5213,33.7718
2006-10-04,50.7419,33.5905,33.7966
2006-10-05,54.1535,33.6877,33.8664
2006-10-06,55.0969,33.7321,33.9404
2006-10-09,49.7497,33.7704,33.9387
2006-10-10,53.0387,33.8829,33.9814
2006-10-11,49.4462,33.9466,33.9728
2006-10-12,54.9406,34.0464,34.0415
2006-10-13,58.2156,34.168,34.152
2006-10-16,63.6418,34.2918,34.345
2006-10-17,61.1308,34.3748,34.4837
2006-10-18,59.6818,34.4371,34.5876
2006-10-19,61.9483,34.5329,34.7157
2006-10-20,60.7658,34.6257,34.8145
2006-10-23,62.3564,34.79,34.9253
2006-10-24,62.1365,34.9094,35.0193
2006-10-25,66.8394,35.0438,35.1768
2006-10-26,69.0912,35.1931,35.3549
2006-10-27,67.7909,35.3719,35.4983
2006-10-30,62.8544,35.5044,35.5804
2006-10-31,65.3932,35.6825,35.691
2006-11-01,62.5362,35.8067,35.7624
2006-11-02,63.1621,35.9083,35.8331
2006-11-03,67.4824,35.9927,35.9597
2006-11-06,70.4383,36.1202,36.121
2006-11-07,67.1515,36.2425,36.235
2006-11-08,71.9068,36.3911,36.4208
2006-11-09,75.279,36.587,36.658
2006-11-10,73.6568,36.7625,36.8505
2006-11-13,73.6889,36.9395,37.0181
2006-11-14,73.7579,37.0763,37.1647
2006-11-15,74.993,37.2038,37.3156
2006-11-16,57.3141,37.2592,37.301
2006-11-17,59.3028,37.3522,37.3164
2006-11-20,54.9331,37.4003,37.2853
2006-11-21,59.6608,37.4966,37.3239
2006-11-22,56.471,37.5706,37.3246
2006-11-24,53.0953,37.5903,37.289
2006-11-27,53.6025,37.5856,37.2643
2006-11-28,61.9278,37.6566,37.3583
2006-11-29,68.6343,37.7493,37.5674
2006-11-30,70.9342,37.8297,37.8018
2006-12-01,72.0382,37.9314,38.0317
2006-12-04,73.6156,38.0535,38.2697
2006-12-05,74.4066,38.1856,38.4959
2006-12-06,62.2732,38.2408,38.5724
2006-12-07,58.7367,38.352,38.5978
2006-12-08,57.5057,38.4405,38.6054
2006-12-11,56.6533,38.5476,38.6025
2006-12-12,60.6469,38.6522,38.6607
2006-12-13,64.9804,38.8149,38.7869
2006-12-14,69.4516,39.0472,38.9899
2006-12-15,60.7349,39.2238,39.0681
2006-12-18,51.9461,39.2732,39.0137
2006-12-19,57.4311,39.3083,39.0676
2006-12-20,53.3954,39.2816,39.0522
2006-12-21,52.479,39.2329,39.0245
2006-12-22,50.4368,39.1466,38.9691
2006-12-26,53.1674,39.0731,38.9648
2006-12-27,56.8109,39.0969,39.0232
2006-12-28,58.2336,39.1561,39.099
2006-12-29,54.5709,39.1975,39.117
2007-01-03,43.8727,39.1518,38.9605
2007-01-04,39.2965,39.0227,38.73
2007-01-05,41.7445,38.872,38.5658
2007-01-08,39.7841,38.6496,38.3831
2007-01-09,37.9618,38.4591,38.1866
2007-01-10,34.6085,38.2938,37.9412
2007-01-11,34.5786,38.074,37.7278
2007-01-12,43.4232,37.9489,37.6576
2007-01-16,39.8647,37.7939,37.5264
2007-01-17,43.8574,37.686,37.4694
2007-01-18,42.0463,37.5364,37.3858
2007-01-19,49.1473,37.411,37.4206
2007-01-22,46.6758,37.249,37.4077
2007-01-23,53.0877,37.1707,37.5051
2007-01-24,54.6036,37.1996,37.6175
2007-01-25,48.8787,37.2289,37.6206
2007-01-26,49.2524,37.2424,37.6296
2007-01-29,47.5472,37.2625,37.6093
2007-01-30,52.669,37.3466,37.673
2007-01-31,51.353,37.4604,37.7083
2007-02-01,55.4079,37.6103,37.8059
2007-02-02,57.2108,37.7156,37.9219
2007-02-05,57.7309,37.8634,38.0312
2007-02-06,54.806,37.9614,38.0898
2007-02-07,54.6372,38.0766,38.1386
2007-02-08,57.7773,38.159,38.2268
2007-02-09,56.2746,38.2556,38.2867
2007-02-12,52.4775,38.2713,38.2962
2007-02-13,56.7828,38.3032,38.3627
2007-02-14,57.5143,38.3911,38.4306
2007-02-15,55.7528,38.4661,38.4716
2007-02-16,55.4014,38.5544,38.5037
2007-02-20,52.4129,38.5836,38.5028
2007-02-21,51.7685,38.6202,38.4958
2007-02-22,53.8073,38.6319,38.5103
2007-02-23,54.7682,38.632,38.5325
2007-02-26,56.0345,38.6339,38.564
2007-02-27,35.0661,38.5241,38.3466
2007-02-28,34.4823,38.4099,38.1479
2007-03-01,31.8548,38.2457,37.9284
2007-03-02,28.5297,38.0544,37.671
2007-03-05,28.4318,37.8847,37.4458
2007-03-06,36.416,37.7213,37.3206
2007-03-07,40.8732,37.5758,37.2559
2007-03-08,42.3024,37.4477,37.2143
2007-03-09,38.7921,37.2945,37.1282
2007-03-12,37.6402,37.1476,37.0364
2007-03-13,33.5235,36.9687,36.8911
2007-03-14,41.4915,36.8196,36.8412
2007-03-15,39.9581,36.6532,36.7753
2007-03-16,36.3221,36.4498,36.6614
2007-03-19,44.4541,36.423,36.6476
2007-03-20,49.4955,36.4347,36.6974
2007-03-21,55.4469,36.517,36.8248
2007-03-22,60.0989,36.6768,37.0128
2007-03-23,62.5726,36.862,37.2212
2007-03-26,64.1778,37.0262,37.4324
2007-03-27,65.047,37.1757,37.6319
2007-03-28,64.0018,37.3119,37.7945
2007-03-29,66.6203,37.5,37.982
2007-03-30,61.0631,37.6682,38.0904
2007-04-02,63.9719,37.8977,38.233
2007-04-03,66.4079,38.11,38.4004
2007-04-04,67.5524,38.3458,38.5668
2007-04-05,67.9694,38.6161,38.7186
2007-04-09,64.5579,38.8254,38.8213
2007-04-10,67.7534,39.03,38.9631
2007-04-11,61.5447,39.16,39.0311
2007-04-12,64.2769,39.2713,39.1326
2007-04-13,64.3648,39.3589,39.222
2007-04-16,67.6266,39.4581,39.3515
2007-04-17,68.5644,39.5569,39.4795
2007-04-18,66.7536,39.6539,39.5767
2007-04-19,60.3976,39.6987,39.6103
2007-04-20,69.9687,39.857,39.797
2007-04-23,65.799,39.9686,39.9205
2007-04-24,61.5656,40.0347,39.9864
2007-04-25,66.6493,40.1379,40.1339
2007-04-26,68.7723,40.2602,40.305
2007-04-27,67.3793,40.391,40.4403
2007-04-30,60.5648,40.4574,40.4903
2007-05-01,61.7549,40.5636,40.5529
2007-05-02,62.4523,40.6528,40.6181
2007-05-03,66.0369,40.7729,40.7335
2007-05-04,65.0263,40.8603,40.8247
2007-05-07,66.2252,40.9496,40.9228
2007-05-08,68.5088,41.0664,41.0457
2007-05-09,65.808,41.199,41.1308
2007-05-10,55.6683,41.1982,41.1135
2007-05-11,63.9747,41.2859,41.2251
2007-05-14,64.0536,41.3964,41.3233
2007-05-15,63.1604,41.454,41.4001
2007-05-16,64.5788,41.5002,41.4887
2007-05-17,66.1155,41.5664,41.5895
2007-05-18,71.6422,41.7223,41.7775
2007-05-21,72.7251,41.8802,41.9631
2007-05-22,65.9827,42.002,42.0675
2007-05-23,66.8701,42.1002,42.1732
2007-05-24,61.311,42.1771,42.2158
2007-05-25,66.5059,42.2891,42.3375
2007-05-29,60.2065,42.348,42.3817
2007-05-30,65.6409,42.4692,42.515
2007-05-31,60.3065,42.6086,42.5734
2007-06-01,64.2631,42.7189,42.6963
2007-06-04,64.2631,42.8285,42.8028
2007-06-05,64.4198,42.9439,42.8978
2007-06-06,59.8947,43.024,42.9361
2007-06-07,50.0703,43.0299,42.855
2007-06-08,53.6235,43.0085,42.8343
2007-06-11,55.4264,42.9889,42.8426
2007-06-12,49.6304,42.9605,42.7767
2007-06-13,55.9485,42.9738,42.8126
2007-06-14,61.429,43.0657,42.9414
2007-06-15,65.2637,43.1553,43.1337
2007-06-18,66.5493,43.2933,43.3292
2007-06-19,63.4197,43.3612,43.4629
2007-06-20,49.0055,43.3482,43.3708
2007-06-21,54.4672,43.3512,43.3929
2007-06-22,47.8319,43.2885,43.2894
2007-06-25,47.3088,43.2188,43.1895
2007-06-26,45.3507,43.1524,43.0649
2007-06-27,51.8311,43.2084,43.0713
2007-06-28,52.2717,43.2424,43.0851
2007-06-29,53.3441,43.2726,43.1164
2007-07-02,56.8494,43.3767,43.2082
2007-07-03,58.7659,43.4508,43.3249
2007-07-05,57.743,43.4652,43.4124
2007-07-06,62.3328,43.4844,43.5776
2007-07-09,65.385,43.5242,43.7883
2007-07-10,60.3348,43.5486,43.9062
2007-07-11,62.9265,43.7134,44.0628
2007-07-12,69.2981,43.9097,44.359
2007-07-13,70.9372,44.1978,44.6645
2007-07-16,67.4939,44.4682,44.8859
2007-07-17,64.2423,44.7364,45.0358
2007-07-18,69.5733,45.0193,45.3076
2007-07-19,72.0562,45.3399,45.6216
2007-07-20,70.1632,45.6372,45.8697
2007-07-23,73.3897,45.9552,46.1879
2007-07-24,61.0634,46.1573,46.2847
2007-07-25,65.7145,46.4388,46.5029
2007-07-26,50.5176,46.5041,46.378
2007-07-27,44.1516,46.4359,46.0879
2007-07-30,45.3319,46.4178,45.8655
2007-07-31,43.2686,46.3381,45.6121
2007-08-01,45.4269,46.1987,45.4414
2007-08-02,43.7603,46.0087,45.248
2007-08-03,36.9106,45.7276,44.8669
2007-08-06,41.5509,45.5229,44.6372
2007-08-07,47.6818,45.3218,44.5868
2007-08-08,53.0801,45.1599,44.6946
2007-08-09,44.2515,44.8651,44.5161
2007-08-10,46.4697,44.5488,44.4243
2007-08-13,43.2328,44.2694,44.2348
2007-08-14,43.7897,43.9259,44.0851
2007-08-15,40.8317,43.6973,43.8557
2007-08-16,38.8308,43.5282,43.5864
2007-08-17,48.1412,43.4722,43.593
2007-08-20,49.0793,43.4632,43.6257
2007-08-21,45.9143,43.3768,43.5585
2007-08-22,47.0599,43.3306,43.5301
2007-08-23,47.5331,43.4052,43.5172
2007-08-24,52.7256,43.4977,43.6402
2007-08-27,51.1247,43.4895,43.7073
2007-08-28,45.581,43.3215,43.619
2007-08-29,51.5343,43.3819,43.6966
2007-08-30,51.9657,43.4149,43.7756
2007-08-31,52.8431,43.519,43.8669
2007-09-04,56.7139,43.6709,44.0497
2007-09-05,56.6805,43.8757,44.2075
2007-09-06,57.4099,44.1284,44.3629
2007-09-07,51.4033,44.188,44.3772
2007-09-10,48.6023,44.2002,44.3282
2007-09-11,54.8012,44.3406,44.4294
2007-09-12,56.72,44.4914,44.5663
2007-09-13,59.2644,44.6718,44.752
2007-09-14,59.3969,44.7822,44.9164
2007-09-17,61.0087,44.9355,45.0997
2007-09-18,66.9884,45.26,45.4314
2007-09-19,67.7553,45.5153,45.7438
2007-09-20,67.6143,45.7631,46.0124
2007-09-21,68.1378,46.0068,46.2604
2007-09-24,65.1479,46.1735,46.4353
2007-09-25,65.789,46.3491,46.6028
2007-09-26,66.9559,46.5299,46.7762
2007-09-27,68.6415,46.7973,46.9681
2007-09-28,66.158,47.0826,47.106
2007-10-01,70.1068,47.3422,47.3216
2007-10-02,60.7202,47.5123,47.3902
2007-10-03,56.393,47.6127,47.3868
2007-10-04,54.5082,47.696,47.3555
2007-10-05,56.2001,47.7738,47.3587
2007-10-08,52.9242,47.7338,47.3146
2007-10-09,60.2301,47.7542,47.4139
2007-10-10,61.7094,47.7927,47.5318
2007-10-11,59.283,47.8057,47.6014
2007-10-12,62.0841,47.8705,47.7185
2007-10-15,66.1788,47.9764,47.9126
2007-10-16,65.7224,48.0642,48.0753
2007-10-17,65.9123,48.132,48.2205
2007-10-18,66.7389,48.2242,48.3636
2007-10-19,51.1809,48.1572,48.2864
2007-10-22,46.271,48.1079,48.1344
2007-10-23,48.1859,48.1087,48.0331
2007-10-24,51.4868,48.1535,47.9993
2007-10-25,49.0698,48.1613,47.9312
2007-10-26,51.8516,48.2179,47.9165
2007-10-29,57.3408,48.2528,48.0006
2007-10-30,47.1316,48.179,47.9026
2007-10-31,50.4041,48.1542,47.8765
2007-11-01,39.573,47.9698,47.6125
2007-11-02,38.1318,47.7145,47.3444
2007-11-05,37.4363,47.4523,47.0933
2007-11-06,47.7712,47.2885,47.0637
2007-11-07,40.3102,47.0107,46.8425
2007-11-08,47.2925,46.9232,46.8048
2007-11-09,41.2733,46.7858,46.5937
2007-11-12,36.7463,46.5461,46.2505
2007-11-13,43.5061,46.3645,46.1154
2007-11-14,42.3197,46.1825,45.9588
2007-11-15,38.6916,45.9091,45.6967
2007-11-16,40.5318,45.6065,45.5119
2007-11-19,38.5114,45.3586,45.283
2007-11-20,48.8093,45.2172,45.3422
2007-11-21,47.0261,45.176,45.3393
2007-11-23,50.1681,45.2025,45.4236
2007-11-26,44.2646,45.1419,45.3155
2007-11-27,46.0966,45.0065,45.2704
2007-11-28,49.9913,45.0333,45.3382
2007-11-29,51.6287,45.0025,45.4435
2007-11-30,53.0376,45.0884,45.5743
2007-12-03,52.148,45.2487,45.6662
2007-12-04,50.0204,45.2948,45.6951
2007-12-05,54.9059,45.429,45.8452
2007-12-06,58.5873,45.6875,46.0807
2007-12-07,58.7305,45.9256,46.289
2007-12-10,60.045,46.2201,46.5064
2007-12-11,53.9362,46.3116,46.5732
2007-12-12,58.2254,46.4931,46.745
2007-12-13,60.1736,46.6579,46.9495
2007-12-14,54.869,46.8624,47.0197
2007-12-17,50.827,46.993,46.9911
2007-12-18,55.0559,47.1231,47.0725
2007-12-19,55.0831,47.2288,47.1437
2007-12-20,57.0422,47.3392,47.254
2007-12-21,60.4888,47.5096,47.4399
2007-12-24,61.0837,47.7156,47.6169
2007-12-26,64.0023,47.8975,47.8502
2007-12-27,59.258,47.9804,47.9733
2007-12-28,62.7292,48.1106,48.1722
2007-12-31,57.53,48.1723,48.2537
2008-01-02,56.833,48.2925,48.3118
2008-01-03,57.8116,48.3635,48.3844
2008-01-04,51.002,48.3397,48.3259
2008-01-07,48.0092,48.3412,48.2154
2008-01-08,44.2085,48.3471,48.0384
2008-01-09,49.7388,48.3523,47.9899
2008-01-10,50.0917,48.3609,47.9547
2008-01-11,45.4217,48.2928,47.8299
2008-01-14,47.4767,48.1961,47.7585
2008-01-15,41.7018,48.0236,47.5709
2008-01-16,35.3343,47.7156,47.2355
2008-01-17,30.1225,47.3526,46.7629
2008-01-18,34.751,46.9837,46.4345
2008-01-22,29.9488,46.5656,45.9674
2008-01-23,33.7004,46.1915,45.6319
2008-01-24,42.2007,45.9003,45.5183
2008-01-25,37.9659,45.5975,45.2767
2008-01-28,41.611,45.371,45.15
2008-01-29,41.5007,45.1862,45.0367
2008-01-30,42.1614,44.9526,44.9524
2008-01-31,45.8496,44.757,44.9571
2008-02-01,44.6185,44.5952,44.9299
2008-02-04,43.2027,44.3947,44.8709
2008-02-05,35.3214,44.1377,44.5887
2008-02-06,33.9784,43.9484,44.2975
2008-02-07,37.056,43.8863,44.1007
2008-02-08,36.6404,43.774,43.9176
2008-02-11,42.4699,43.8158,43.8642
2008-02-12,46.5393,43.8638,43.8988
2008-02-13,50.1714,43.8585,44.0061
2008-02-14,50.3677,43.9319,44.1034
2008-02-15,49.7347,43.9544,44.1751
2008-02-19,55.2524,44.04,44.3516
2008-02-20,58.5121,44.1589,44.5805
2008-02-21,53.9318,44.1921,44.6967
2008-02-22,54.7402,44.2513,44.8148
2008-02-25,60.5803,44.4027,45.0538
2008-02-26,62.5957,44.7064,45.314
2008-02-27,60.4075,45.0163,45.5045
2008-02-28,60.362,45.296,45.669
2008-02-29,50.6381,45.494,45.6463
2008-03-03,53.1746,45.6632,45.6783
2008-03-04,49.2691,45.7495,45.632
2008-03-05,51.0938,45.813,45.6268
2008-03-06,42.3097,45.7741,45.4354
2008-03-07,37.1284,45.6665,45.1288
2008-03-10,37.0559,45.4966,44.8609
2008-03-11,51.4367,45.4436,44.9229
2008-03-12,49.3921,45.4081,44.9272
2008-03-13,52.486,45.4036,45.0062
2008-03-14,49.0755,45.2833,44.9952
2008-03-17,48.7166,45.1302,44.9773
2008-03-18,56.3869,45.0958,45.1486
2008-03-19,45.3705,44.9109,45.0154
2008-03-20,46.9454,44.8358,44.9397
2008-03-24,49.5557,44.7686,44.9404
2008-03-25,47.566,44.713,44.8886
2008-03-26,50.5857,44.6782,44.9177
2008-03-27,50.4088,44.7414,44.9387
2008-03-28,47.4867,44.8433,44.8886
2008-03-31,45.6266,44.9225,44.8005
2008-04-01,53.1598,44.9352,44.8943
2008-04-02,57.0952,45.0304,45.0802
2008-04-03,56.1136,45.0745,45.2211
2008-04-04,57.4975,45.1802,45.3787
2008-04-07,58.0009,45.2971,45.5279
2008-04-08,59.9587,45.3397,45.7053
2008-04-09,60.2191,45.5366,45.8653
2008-04-10,59.5241,45.7065,45.9936
2008-04-11,55.2654,45.8062,46.0399
2008-04-14,58.9394,45.9743,46.1553
2008-04-15,62.3326,46.1439,46.332
2008-04-16,67.7807,46.3938,46.6309
2008-04-17,68.9158,46.6985,46.9241
2008-04-18,70.3398,47.0504,47.2214
2008-04-21,70.9409,47.3208,47.4972
2008-04-22,71.2547,47.5401,47.7453
2008-04-23,70.1875,47.7638,47.9485
2008-04-24,60.8373,47.908,48.0116
2008-04-25,60.0923,48.0402,48.0565
2008-04-28,60.0357,48.1463,48.0948
2008-04-29,56.2715,48.2243,48.0819
2008-04-30,61.3348,48.3558,48.16
2008-05-01,46.1753,48.3962,47.9928
2008-05-02,45.8494,48.3928,47.8415
2008-05-05,45.4654,48.3446,47.7035
2008-05-06,48.0874,48.2393,47.6229
2008-05-07,43.1055,48.069,47.4659
2008-05-08,48.2342,47.9169,47.4072
2008-05-09,45.4142,47.7287,47.3068
2008-05-12,47.1559,47.5495,47.2457
2008-05-13,49.4559,47.395,47.2271
2008-05-14,50.5441,47.3096,47.2271
2008-05-15,56.6219,47.2817,47.3245
2008-05-16,61.6274,47.3055,47.5048
2008-05-19,66.7278,47.4173,47.7794
2008-05-20,67.2821,47.4889,48.0314
2008-05-21,62.3081,47.6529,48.1875
2008-05-22,56.4504,47.7768,48.2415
2008-05-23,48.7492,47.8365,48.1616
2008-05-27,45.4304,47.8415,48.0293
2008-05-28,48.0943,47.9169,47.9587
2008-05-29,44.1182,47.9102,47.8219
2008-05-30,42.072,47.908,47.6621
2008-06-02,38.9402,47.8562,47.457
2008-06-03,33.0784,47.7073,47.1322
2008-06-04,33.2844,47.5512,46.8535
2008-06-05,48.4841,47.4765,46.8613
2008-06-06,41.3095,47.2559,46.6915
2008-06-09,48.7053,47.0574,46.7041
2008-06-10,45.509,46.8072,46.6323
2008-06-11,47.7617,46.6173,46.6206
2008-06-12,43.5845,46.4128,46.5018
2008-06-13,47.7148,46.3251,46.49
2008-06-16,46.6676,46.2571,46.4538
2008-06-17,48.7309,46.1892,46.4665
2008-06-18,46.3113,46.1322,46.4223
2008-06-19,40.6927,46.0208,46.241
2008-06-20,38.5215,45.912,46.0223
2008-06-23,47.9952,45.9866,46.0281
2008-06-24,45.8672,46.0305,45.9786
2008-06-25,48.0306,45.9664,45.9833
2008-06-26,44.6665,45.9521,45.904
2008-06-27,45.1532,45.8576,45.8451
2008-06-30,50.4502,45.8666,45.9047
2008-07-01,51.1576,45.8568,45.9717
2008-07-02,48.0043,45.8699,45.964
2008-07-03,50.9812,45.8666,46.0175
2008-07-07,46.5737,45.8275,45.9715
2008-07-08,43.4764,45.727,45.8609
2008-07-09,38.972,45.5949,45.6508
2008-07-10,45.5005,45.6051,45.5913
2008-07-11,43.8271,45.6264,45.4992
2008-07-14,43.6482,45.5409,45.4151
2008-07-15,35.2979,45.3634,45.116
2008-07-16,32.4423,45.1087,44.7601
2008-07-17,31.488,44.8806,44.4181
2008-07-18,36.5541,44.6926,44.2064
2008-07-21,42.0464,44.4994,44.1238
2008-07-22,41.7222,44.2934,44.0438
2008-07-23,36.9429,44.0525,43.8435
2008-07-24,36.4856,43.7722,43.6566
2008-07-25,40.2582,43.5753,43.5577
2008-07-28,37.5369,43.3779,43.4005
2008-07-29,38.5025,43.25,43.2797
2008-07-30,51.3209,43.1869,43.4187
2008-07-31,40.9001,42.9975,43.2625
2008-08-01,39.3533,42.7836,43.0775
2008-08-04,33.3792,42.5739,42.6986
2008-08-05,38.975,42.4816,42.4927
2008-08-06,38.9348,42.4065,42.313
2008-08-07,37.0987,42.2527,42.0948
2008-08-08,41.3802,42.0929,41.9954
2008-08-11,41.0045,41.9315,41.898
2008-08-12,38.0155,41.7921,41.7236
2008-08-13,42.5599,41.7084,41.6632
2008-08-14,40.7635,41.5639,41.5601
2008-08-15,39.8085,41.4432,41.4441
2008-08-18,38.4307,41.2939,41.3055
2008-08-19,43.9269,41.0677,41.2853
2008-08-20,47.0119,41.022,41.3284
2008-08-21,52.0947,41.0611,41.4741
2008-08-22,51.9206,41.2153,41.5969
2008-08-25,46.5874,41.2439,41.5914
2008-08-26,50.8293,41.3201,41.6739
2008-08-27,52.5318,41.4492,41.782
2008-08-28,54.8315,41.5571,41.9257
2008-08-29,50.4906,41.6269,41.9679
2008-09-02,42.2156,41.6434,41.8151
2008-09-03,44.753,41.6378,41.7319
2008-09-04,39.7096,41.5884,41.5275
2008-09-05,38.4199,41.5337,41.3137
2008-09-08,42.8412,41.5428,41.2094
2008-09-09,34.6612,41.3659,40.8719
2008-09-10,41.4831,41.2316,40.7195
2008-09-11,42.4904,41.051,40.6092
2008-09-12,48.4688,40.9454,40.6502
2008-09-15,38.9229,40.7395,40.3866
2008-09-16,47.2882,40.6068,40.382
2008-09-17,44.8936,40.411,40.297
2008-09-18,50.6715,40.2817,40.3972
2008-09-19,54.5372,40.2666,40.615
2008-09-22,52.7887,40.3254,40.7524
2008-09-23,49.9759,40.313,40.7877
2008-09-24,50.7828,40.3843,40.8422
2008-09-25,56.6325,40.5747,41.0753
2008-09-26,56.5776,40.721,41.2759
2008-09-29,42.1043,40.7512,40.9859
2008-09-30,49.6776,40.8421,40.9879
2008-10-01,51.4263,40.956,41.0544
2008-10-02,49.2622,40.956,41.0361
2008-10-03,50.182,41.1328,41.0511
2008-10-06,48.8384,41.1664,41.0206
2008-10-07,46.1554,41.1962,40.9061
2008-10-08,48.4255,41.1679,40.8723
2008-10-09,33.6428,40.7301,40.2095
2008-10-10,27.8958,40.1071,39.238
2008-10-13,46.5761,39.9332,39.1507
2008-10-14,45.8365,39.7232,39.0314
2008-10-15,35.8415,39.0323,38.2163
2008-10-16,44.9244,38.61,38.0097
2008-10-17,43.6041,38.3829,37.7314
2008-10-20,51.2145,38.2822,37.9794
2008-10-21,47.7312,38.0152,37.9487
2008-10-22,41.6707,37.5276,37.4342
2008-10-23,47.6791,37.2429,37.398
2008-10-24,46.483,36.9307,37.2717
2008-10-27,43.8918,36.5543,36.9545
2008-10-28,52.3889,36.4736,37.2969
2008-10-29,52.1851,36.7244,37.579
2008-10-30,52.5636,37.2029,37.8515
2008-10-31,51.542,37.2422,38.0223
2008-11-03,51.7267,37.3112,38.1823
2008-11-04,55.1891,37.8821,38.5462
2008-11-05,50.5522,38.042,38.594
2008-11-06,46.4287,38.1144,38.373
2008-11-07,51.4483,38.0903,38.4904
2008-11-10,51.5267,38.2004,38.5971
2008-11-11,49.8304,38.5199,38.5926
2008-11-12,45.4547,38.4789,38.3255
2008-11-13,53.1692,38.7346,38.5526
2008-11-14,51.0916,39.0358,38.627
2008-11-17,50.7215,38.995,38.6702
2008-11-18,54.2326,39.0739,38.9164
2008-11-19,50.4165,39.0274,38.9239
