,rsi,sma,ema
2012-06-20,65.4933,46.8974,47.5358
2012-06-21,50.3879,47.0705,47.53
2012-06-22,50.3879,47.2473,47.5251
2012-06-25,46.5964,47.3977,47.4537
2012-06-26,51.8038,47.4894,47.4812
2012-06-27,55.0585,47.5931,47.5668
2012-06-28,54.5625,47.6865,47.6333
2012-06-29,63.346,47.9055,47.8814
2012-07-02,62.1414,48.074,48.0787
2012-07-03,65.0654,48.3075,48.3221
2012-07-05,61.2194,48.4496,48.4784
2012-07-06,57.2659,48.5149,48.5544
2012-07-09,51.8775,48.5372,48.5316
2012-07-10,49.5212,48.4806,48.4702
2012-07-11,54.7292,48.4562,48.515
2012-07-12,53.512,48.5392,48.5337
2012-07-13,58.6539,48.678,48.654
2012-07-16,56.558,48.8355,48.7259
2012-07-17,59.1059,48.973,48.8407
2012-07-18,60.8513,49.0974,48.9771
2012-07-19,60.8513,49.2259,49.0954
2012-07-20,59.2623,49.2416,49.1779
2012-07-23,54.8705,49.2362,49.1922
2012-07-24,51.3796,49.166,49.1561
2012-07-25,54.6357,49.1523,49.1757
2012-07-26,60.2024,49.2234,49.2914
2012-07-27,63.6889,49.3804,49.4634
2012-07-30,64.0896,49.5642,49.621
2012-07-31,59.5236,49.6663,49.7028
2012-08-01,59.7843,49.7816,49.7783
2012-08-02,53.422,49.7985,49.7643
2012-08-03,60.7208,49.9018,49.8809
2012-08-06,60.1134,49.9728,49.9743
2012-08-07,62.0357,50.0435,50.0915
2012-08-08,63.4873,50.129,50.2209
2012-08-09,65.4251,50.2455,50.3707
2012-08-10,66.3725,50.4026,50.5192
2012-08-13,64.0113,50.5732,50.6247
2012-08-14,64.2849,50.719,50.7207
2012-08-15,62.5768,50.8037,50.7884
2012-08-16,65.8504,50.8778,50.8991
2012-08-17,63.4419,50.9361,50.9741
2012-08-20,59.5337,51.005,51.0041
2012-08-21,55.5228,51.0511,50.9921
2012-08-22,57.2326,51.1509,51.0027
2012-08-23,53.7699,51.1643,50.9792
2012-08-24,58.5306,51.2126,51.0163
2012-08-27,55.9321,51.2286,51.0244
2012-08-28,58.2501,51.2447,51.0594
2012-08-29,56.4729,51.2322,51.0742
2012-08-30,50.6482,51.1807,51.0327
2012-08-31,51.4191,51.1457,51.0044
2012-09-04,49.908,51.1008,50.966
2012-09-05,51.6917,51.073,50.949
2012-09-06,62.9292,51.0863,51.0631
2012-09-07,67.4917,51.1495,51.2342
2012-09-10,63.5092,51.2131,51.3483
2012-09-11,64.2324,51.3029,51.4581
2012-09-12,63.5541,51.3786,51.5478
2012-09-13,71.368,51.5416,51.7559
2012-09-14,75.0387,51.7183,52.0193
2012-09-17,71.4435,51.8917,52.2174
2012-09-18,69.0677,52.0393,52.3688
2012-09-19,60.1239,52.1503,52.4163
2012-09-20,64.4809,52.33,52.5311
2012-09-21,66.1577,52.5221,52.6617
2012-09-24,65.8231,52.72,52.7718
2012-09-25,64.5916,52.9034,52.8563
2012-09-26,60.1751,52.9965,52.89
2012-09-27,63.2034,53.0747,52.9634
2012-09-28,60.1775,53.1566,52.9998
2012-10-01,62.13,53.2473,53.0586
2012-10-02,61.3891,53.3375,53.1033
2012-10-03,61.1926,53.357,53.1405
2012-10-04,64.3842,53.3537,53.2132
2012-10-05,66.2794,53.3803,53.3017
2012-10-08,67.0239,53.4231,53.3885
2012-10-09,60.8982,53.488,53.4211
2012-10-10,50.8819,53.4676,53.3639
2012-10-11,51.9648,53.4365,53.3252
2012-10-12,50.7596,53.4011,53.2809
2012-10-15,54.6436,53.3915,53.2797
2012-10-16,60.695,53.4394,53.3461
2012-10-17,66.314,53.5055,53.4821
2012-10-18,66.7699,53.5899,53.607
2012-10-19,54.9377,53.6044,53.612
2012-10-22,55.1949,53.624,53.6194
2012-10-23,42.1714,53.5608,53.4698
2012-10-24,40.6304,53.4635,53.3169
2012-10-25,44.6254,53.3753,53.2271
2012-10-26,45.9777,53.2897,53.1639
2012-10-31,49.7997,53.2498,53.1519
2012-11-01,52.6218,53.2735,53.1749
2012-11-02,44.3221,53.236,53.0916
2012-11-05,46.7695,53.2194,53.0473
2012-11-06,52.8458,53.2236,53.085
2012-11-07,38.8927,53.0726,52.8957
2012-11-08,35.0031,52.8332,52.6448
2012-11-09,35.8769,52.5959,52.4384
2012-11-12,36.5955,52.4186,52.2681
2012-11-13,33.4736,52.204,52.0541
2012-11-14,32.0864,52.0562,51.8374
2012-11-15,32.6127,51.9238,51.6551
2012-11-16,35.0146,51.7816,51.5213
2012-11-19,43.5429,51.6825,51.5006
2012-11-20,42.702,51.5534,51.4694
2012-11-21,46.0672,51.4278,51.4822
2012-11-23,52.4377,51.4026,51.5777
2012-11-26,49.6871,51.3429,51.6237
2012-11-27,43.1072,51.1892,51.5644
2012-11-28,47.5266,51.1859,51.5716
2012-11-29,47.6434,51.2298,51.5793
2012-11-30,47.7686,51.2688,51.5877
2012-12-03,44.7169,51.2809,51.5534
2012-12-04,42.405,51.311,51.491
2012-12-05,46.2526,51.3805,51.4791
2012-12-06,48.1188,51.4583,51.4898
2012-12-07,52.0991,51.5483,51.546
2012-12-10,50.7708,51.5793,51.5798
2012-12-11,54.578,51.6416,51.6545
2012-12-12,57.3924,51.7019,51.7551
2012-12-13,50.961,51.6806,51.7743
2012-12-14,47.6558,51.658,51.752
2012-12-17,52.8583,51.7216,51.7943
2012-12-18,56.8886,51.7827,51.8849
2012-12-19,49.4715,51.7959,51.8756
2012-12-20,52.182,51.8273,51.903
2012-12-21,43.0753,51.8114,51.7971
2012-12-24,41.6147,51.8001,51.681
2012-12-26,42.6284,51.7725,51.5922
2012-12-27,41.541,51.7248,51.4988
2012-12-28,33.7667,51.5783,51.2803
2012-12-31,43.1983,51.5005,51.2043
2013-01-02,53.7613,51.4887,51.3071
2013-01-03,52.9754,51.4511,51.3838
2013-01-04,54.7988,51.467,51.4822
2013-01-07,49.596,51.4607,51.4871
2013-01-08,52.2055,51.4444,51.5342
2013-01-09,50.4661,51.385,51.5486
2013-01-10,55.0227,51.4127,51.636
2013-01-11,57.2715,51.4429,51.7516
2013-01-14,57.0907,51.5412,51.8494
2013-01-15,56.769,51.6504,51.9303
2013-01-16,56.3586,51.7509,51.9957
2013-01-17,60.1348,51.8907,52.1094
2013-01-18,62.9708,52.1292,52.2549
2013-01-22,63.5297,52.3121,52.3903
2013-01-23,61.6915,52.3954,52.4904
2013-01-24,64.921,52.5126,52.628
2013-01-25,66.689,52.6285,52.777
2013-01-28,61.2636,52.7616,52.8576
2013-01-29,64.5222,52.8988,52.9783
2013-01-30,56.0128,53.0047,52.9977
2013-01-31,51.3309,53.0411,52.9599
2013-02-01,51.7651,53.0591,52.9325
2013-02-04,46.1301,53.0411,52.8393
2013-02-05,50.0147,53.0499,52.8046
2013-02-06,50.3415,53.0633,52.7785
2013-02-07,44.2914,53.0055,52.68
2013-02-08,46.8604,52.9378,52.623
2013-02-11,44.8201,52.8512,52.5476
2013-02-12,46.1962,52.7814,52.4965
2013-02-13,47.8308,52.6932,52.4686
2013-02-14,46.7385,52.5828,52.4327
2013-02-15,45.5438,52.4916,52.389
2013-02-19,53.2634,52.4136,52.4266
2013-02-20,50.4551,52.3665,52.4317
2013-02-21,47.5254,52.3327,52.4062
2013-02-22,52.3124,52.3217,52.4321
2013-02-25,42.1337,52.2847,52.3366
2013-02-26,48.0159,52.2571,52.3175
2013-02-27,54.3137,52.2705,52.3811
2013-02-28,54.4303,52.3252,52.4379
2013-03-01,53.5474,52.3598,52.4776
2013-03-04,50.0503,52.388,52.4743
2013-03-05,54.4549,52.4364,52.5233
2013-03-06,54.0659,52.4739,52.5619
2013-03-07,47.8134,52.4819,52.5285
2013-03-08,49.7285,52.5076,52.52
2013-03-11,51.1396,52.5009,52.5275
2013-03-12,51.1396,52.5089,52.5341
2013-03-13,51.9627,52.5371,52.5476
2013-03-14,56.4643,52.5636,52.6042
2013-03-15,52.2119,52.634,52.617
2013-03-18,47.217,52.6449,52.581
2013-03-19,45.7252,52.6049,52.5348
2013-03-20,46.2068,52.5661,52.4987
2013-03-21,42.4725,52.5131,52.4313
2013-03-22,52.5316,52.5274,52.4609
2013-03-25,50.2504,52.5025,52.4653
2013-03-26,58.2727,52.5266,52.5564
2013-03-27,61.0172,52.6053,52.6708
2013-03-28,56.8142,52.6533,52.7329
2013-04-01,60.8884,52.7212,52.8387
2013-04-02,59.1581,52.781,52.9154
2013-04-03,53.5516,52.8092,52.9308
2013-04-04,52.2392,52.8067,52.9315
2013-04-05,46.4197,52.7915,52.8724
2013-04-08,43.5981,52.7843,52.789
2013-04-09,45.0885,52.7923,52.73
2013-04-10,44.4193,52.7944,52.6718
2013-04-11,49.2833,52.8387,52.6638
2013-04-12,47.3814,52.826,52.6388
2013-04-15,32.6376,52.7195,52.4206
2013-04-16,33.7039,52.5712,52.2409
2013-04-17,31.3439,52.3817,52.0435
2013-04-18,36.2426,52.2347,51.9149
2013-04-19,42.9773,52.0948,51.8687
2013-04-22,47.5757,51.9899,51.879
2013-04-23,54.9693,51.9634,51.983
2013-04-24,55.6924,51.9491,52.0834
2013-04-25,47.1613,51.9095,52.0635
2013-04-26,46.7642,51.8842,52.0407
2013-04-29,48.1739,51.8606,52.0375
2013-04-30,53.1377,51.8737,52.096
2013-05-01,44.4402,51.8017,52.0303
2013-05-02,50.9792,51.7865,52.0615
2013-05-03,57.6422,51.9352,52.1978
2013-05-06,60.001,52.1024,52.36
2013-05-07,62.3022,52.316,52.5453
2013-05-08,64.4287,52.5299,52.7492
2013-05-09,64.1453,52.7073,52.9228
2013-05-10,57.9908,52.8199,53.0027
2013-05-13,57.7228,52.8798,53.0689
2013-05-14,62.4434,52.9772,53.2061
2013-05-15,63.0158,53.1373,53.3354
2013-05-16,58.9936,53.2774,53.4047
2013-05-17,63.8688,53.4537,53.5486
2013-05-20,66.9068,53.6294,53.7336
2013-05-21,67.9751,53.8792,53.916
2013-05-22,63.1891,54.0561,54.0258
2013-05-23,60.1961,54.1574,54.0893
2013-05-24,58.2643,54.2241,54.1238
2013-05-28,62.5012,54.3028,54.221
2013-05-29,60.1791,54.3457,54.2814
2013-05-30,60.2322,54.3906,54.3346
2013-05-31,48.8754,54.4046,54.2524
2013-06-03,54.519,54.4623,54.2596
2013-06-04,50.4593,54.4487,54.2128
2013-06-05,44.4009,54.3813,54.0819
2013-06-06,47.8327,54.3614,54.0145
2013-06-07,54.232,54.3482,54.0526
2013-06-10,52.361,54.2888,54.0595
2013-06-11,48.7392,54.1896,54.0132
2013-06-12,45.0763,54.0857,53.9161
2013-06-13,53.4044,54.0662,53.9578
2013-06-14,49.5851,54.0259,53.9346
2013-06-17,53.9801,53.989,53.9881
2013-06-18,55.8519,53.9826,54.0677
2013-06-19,50.9137,53.9364,54.0631
2013-06-20,42.4404,53.8762,53.9047
2013-06-21,44.6288,53.7922,53.8015
2013-06-24,40.7488,53.6942,53.6329
2013-06-25,44.0491,53.6713,53.5366
2013-06-26,47.4983,53.6531,53.5078
2013-06-27,48.6833,53.5933,53.5018
2013-06-28,50.2454,53.5606,53.5212
2013-07-01,49.9811,53.5538,53.534
2013-07-02,51.8362,53.592,53.5721
2013-07-03,52.1175,53.5649,53.609
2013-07-05,56.889,53.6068,53.7107
2013-07-08,60.1902,53.6382,53.8526
2013-07-09,64.8382,53.698,54.0619
2013-07-10,61.169,53.7752,54.2022
2013-07-11,63.1143,53.9542,54.3594
2013-07-12,63.6804,54.1205,54.5059
2013-07-15,62.4888,54.3228,54.621
2013-07-16,62.739,54.5005,54.7247
2013-07-17,63.5766,54.6557,54.8272
2013-07-18,68.0269,54.8398,54.9889
2013-07-19,71.2728,55.0442,55.1916
2013-07-22,68.0699,55.2363,55.3404
2013-07-23,69.6674,55.4297,55.4986
2013-07-24,67.6002,55.6121,55.6191
2013-07-25,67.3951,55.7563,55.7219
2013-07-26,65.4698,55.864,55.7968
2013-07-29,57.9433,55.8933,55.8015
2013-07-30,55.9385,55.9353,55.7882
2013-07-31,55.3758,55.9556,55.7719
2013-08-01,46.7635,55.9272,55.677
2013-08-02,41.4541,55.8721,55.533
2013-08-05,39.2397,55.7996,55.3797
2013-08-06,38.5014,55.7152,55.2374
2013-08-07,37.6745,55.5862,55.1037
2013-08-08,42.1997,55.4424,55.0227
2013-08-09,39.204,55.2948,54.9185
2013-08-12,34.1322,55.0961,54.762
2013-08-13,31.5381,54.8854,54.5873
2013-08-14,29.3333,54.6562,54.4
2013-08-15,25.909,54.401,54.1747
2013-08-16,24.9176,54.1673,53.9595
2013-08-19,21.4221,53.9007,53.6941
2013-08-20,21.1318,53.6328,53.4569
2013-08-21,19.8148,53.3906,53.2186
2013-08-22,26.5484,53.2055,53.0568
2013-08-23,32.44,53.0586,52.9596
2013-08-26,30.3522,52.8985,52.841
2013-08-27,29.0864,52.7324,52.7168
2013-08-28,46.9214,52.6339,52.7701
2013-08-29,38.7616,52.4865,52.6912
2013-08-30,38.2596,52.3699,52.614
2013-09-03,38.2111,52.2738,52.5463
2013-09-04,42.9567,52.223,52.5363
2013-09-05,40.6944,52.1884,52.4949
2013-09-06,40.1391,52.1602,52.4511
2013-09-09,46.3651,52.2081,52.4761
2013-09-10,44.9627,52.2503,52.4802
2013-09-11,52.1844,52.3537,52.5651
2013-09-12,46.6289,52.3964,52.5701
2013-09-13,49.4587,52.434,52.6079
2013-09-16,51.2483,52.5015,52.6622
2013-09-17,53.039,52.592,52.7308
2013-09-18,57.0647,52.6236,52.8413
2013-09-19,54.6977,52.7094,52.9131
2013-09-20,50.0748,52.7735,52.9259
2013-09-23,44.1737,52.7991,52.8645
2013-09-24,41.8949,52.782,52.7802
2013-09-25,40.6219,52.7731,52.6895
2013-09-26,40.2034,52.7654,52.6054
2013-09-27,39.1483,52.7167,52.5189
2013-09-30,34.2513,52.6407,52.3755
2013-10-01,34.0381,52.5194,52.2479
2013-10-02,34.911,52.4383,52.1437
2013-10-03,31.6416,52.3144,52.0072
2013-10-04,40.1721,52.214,51.9543
2013-10-07,37.585,52.0842,51.8749
2013-10-08,35.3109,51.9104,51.7751
2013-10-09,33.3602,51.7345,51.6606
2013-10-10,42.0315,51.6226,51.6316
2013-10-11,49.3684,51.5884,51.6789
2013-10-14,53.8605,51.5986,51.7718
2013-10-15,48.1299,51.5837,51.7877
2013-10-16,51.684,51.5939,51.843
2013-10-17,52.8221,51.6187,51.9044
2013-10-18,53.3098,51.6832,51.9632
2013-10-21,50.7281,51.7357,51.9887
2013-10-22,56.0947,51.8169,52.0706
2013-10-23,53.0263,51.907,52.112
2013-10-24,58.3921,51.9967,52.2125
2013-10-25,54.6567,52.0851,52.2637
2013-10-28,56.3925,52.2012,52.3289
2013-10-29,60.749,52.3622,52.4411
2013-10-30,59.6489,52.4805,52.5288
2013-10-31,64.3428,52.5946,52.6694
2013-11-01,65.4127,52.6894,52.8072
2013-11-04,74.7236,52.9161,53.1084
2013-11-05,73.6929,53.116,53.3606
2013-11-06,77.4402,53.3611,53.6773
2013-11-07,71.7988,53.5764,53.9015
2013-11-08,74.2817,53.8384,54.1576
2013-11-11,74.99,54.0783,54.3981
2013-11-12,72.2867,54.3215,54.5832
2013-11-13,71.5208,54.5267,54.7372
2013-11-14,73.869,54.7782,54.9212
2013-11-15,79.7267,55.1067,55.2453
2013-11-18,80.1475,55.4131,55.5406
2013-11-19,79.85,55.7233,55.7941
2013-11-20,72.6834,55.9671,55.9544
2013-11-21,72.719,56.2027,56.0941
2013-11-22,73.8926,56.3548,56.2409
2013-11-25,74.1916,56.515,56.3745
2013-11-26,65.8669,56.5875,56.4245
2013-11-27,61.6005,56.6666,56.4302
2013-11-29,58.8076,56.6988,56.4093
2013-12-02,59.0575,56.7229,56.3945
2013-12-03,64.1514,56.7969,56.4515
2013-12-04,65.6333,56.8863,56.5233
2013-12-05,60.4437,56.9254,56.5423
2013-12-06,68.0917,56.9418,56.6807
2013-12-09,68.9011,56.9585,56.8159
2013-12-10,67.6369,56.971,56.9226
2013-12-11,55.422,56.9529,56.8987
2013-12-12,61.1535,56.9818,56.9663
2013-12-13,60.771,56.9947,57.0209
2013-12-16,68.7989,57.0862,57.2215
2013-12-17,65.2598,57.1929,57.3576
2013-12-18,73.857,57.4397,57.6996
2013-12-19,73.089,57.6955,57.9871
2013-12-20,67.9045,57.9174,58.176
2013-12-23,66.7487,58.0946,58.3262
2013-12-24,69.1132,58.2902,58.5133
2013-12-26,73.8515,58.5813,58.8103
2013-12-27,75.3312,58.8333,59.1166
2013-12-30,67.2666,59.0255,59.2858
2013-12-31,69.8451,59.2616,59.5039
2014-01-02,61.3641,59.4976,59.5765
2014-01-03,60.0641,59.6761,59.6202
2014-01-06,60.6255,59.8631,59.67
2014-01-07,65.5311,60.0287,59.8265
2014-01-08,63.536,60.2003,59.9355
2014-01-09,57.8984,60.2097,59.9514
2014-01-10,60.8031,60.2566,60.0261
2014-01-13,50.984,60.251,59.9328
2014-01-14,53.3323,60.2772,59.8976
2014-01-15,51.74,60.2583,59.8399
2014-01-16,52.4593,60.174,59.8027
2014-01-17,53.4859,60.073,59.7881
2014-01-21,49.9977,59.9951,59.7225
2014-01-22,46.9031,59.8524,59.6159
2014-01-23,42.7233,59.7329,59.4504
2014-01-24,34.9167,59.5325,59.1368
2014-01-27,35.3369,59.3287,58.8707
2014-01-28,39.7081,59.0956,58.6987
2014-01-29,37.679,58.8535,58.5062
2014-01-30,33.819,58.6054,58.2495
2014-01-31,28.6538,58.2459,57.8802
2014-02-03,24.0859,57.8804,57.3907
2014-02-04,24.0273,57.4892,56.9641
2014-02-05,23.1374,57.0936,56.559
2014-02-06,28.636,56.7276,56.2762
2014-02-07,33.3789,56.386,56.0942
2014-02-10,30.42,56.0269,55.8507
2014-02-11,37.8127,55.7516,55.7464
2014-02-12,39.0801,55.5258,55.6754
2014-02-13,40.9694,55.4063,55.6421
2014-02-14,52.9916,55.3999,55.8299
2014-02-18,52.8187,55.3603,55.9895
2014-02-19,52.2677,55.3388,56.118
2014-02-20,57.8685,55.4269,56.3442
2014-02-21,56.169,55.579,56.5128
2014-02-24,61.2512,55.8828,56.7729
2014-02-25,60.554,56.1823,56.9877
2014-02-26,57.7239,56.4783,57.1319
2014-02-27,57.9275,56.7398,57.2609
2014-02-28,59.7241,56.9862,57.4075
2014-03-03,55.1801,57.2451,57.4723
2014-03-04,59.5685,57.4911,57.6108
2014-03-05,46.495,57.6089,57.5111
2014-03-06,46.334,57.7097,57.4214
2014-03-07,51.8562,57.7478,57.4431
2014-03-10,53.9711,57.8098,57.5032
2014-03-11,47.4173,57.8124,57.4347
2014-03-12,48.3244,57.7621,57.3916
2014-03-13,45.8945,57.7019,57.3082
2014-03-14,45.1651,57.5733,57.2221
2014-03-17,49.488,57.4872,57.2162
2014-03-18,51.3818,57.4404,57.2427
2014-03-19,46.6488,57.349,57.1864
2014-03-20,50.8755,57.2759,57.2063
2014-03-21,49.5331,57.2243,57.2017
2014-03-24,51.227,57.1429,57.2244
2014-03-25,52.628,57.191,57.2659
2014-03-26,51.3915,57.2317,57.2849
2014-03-27,58.9992,57.2858,57.4258
2014-03-28,64.6482,57.3811,57.666
2014-03-31,64.5171,57.54,57.8725
2014-04-01,64.7098,57.6924,58.0555
2014-04-02,65.5953,57.879,58.2319
2014-04-03,65.4345,58.0722,58.3832
2014-04-04,60.8575,58.2038,58.4682
2014-04-07,56.5248,58.2934,58.495
2014-04-08,60.062,58.4545,58.5724
2014-04-09,59.134,58.5736,58.6298
2014-04-10,54.9438,58.6805,58.6351
2014-04-11,54.4902,58.7706,58.6348
2014-04-14,61.0671,58.8984,58.7267
2014-04-15,64.9868,59.0707,58.8726
2014-04-16,69.9869,59.2309,59.1009
2014-04-17,71.648,59.3487,59.3376
2014-04-21,73.3365,59.4894,59.5839
2014-04-22,68.5116,59.6037,59.7521
2014-04-23,69.0211,59.7141,59.9084
2014-04-24,64.7669,59.8042,60.0043
2014-04-25,66.5779,59.9363,60.1197
2014-04-28,69.7585,60.1264,60.2811
2014-04-29,70.8588,60.2996,60.4437
2014-04-30,74.31,60.5195,60.6622
2014-05-01,65.5954,60.72,60.7707
2014-05-02,68.0188,60.9491,60.9132
2014-05-05,71.2861,61.1678,61.1095
2014-05-06,69.2542,61.3405,61.2602
2014-05-07,70.8922,61.4778,61.4264
2014-05-08,64.2714,61.5601,61.5066
2014-05-09,65.67,61.6341,61.6019
2014-05-12,66.8993,61.7446,61.7074
2014-05-13,67.4815,61.8551,61.8093
2014-05-14,66.8002,61.9838,61.892
2014-05-15,54.1092,62.0294,61.8407
2014-05-16,53.8175,62.0403,61.793
2014-05-19,54.6727,62.0448,61.7623
2014-05-20,53.0453,61.9989,61.7194
2014-05-21,61.4489,62.0557,61.7929
2014-05-22,57.1558,62.0633,61.8134
2014-05-23,55.7317,62.0242,61.8166
2014-05-27,55.9941,61.9971,61.8226
2014-05-28,53.4359,61.938,61.8034
2014-05-29,54.9862,61.9222,61.8038
2014-05-30,48.818,61.8603,61.744
2014-06-02,44.5291,61.7605,61.6441
2014-06-03,48.2626,61.6746,61.5942
2014-06-04,45.6869,61.5765,61.5224
2014-06-05,49.884,61.5665,61.5017
2014-06-06,57.2145,61.604,61.5693
2014-06-09,56.536,61.6323,61.6213
2014-06-10,55.9996,61.6667,61.6614
2014-06-11,59.3884,61.6633,61.7361
2014-06-12,56.6095,61.6702,61.7773
2014-06-13,62.9782,61.7282,61.8935
2014-06-16,64.5082,61.7962,62.0162
2014-06-17,59.5963,61.8555,62.0818
2014-06-18,61.5511,61.9192,62.164
2014-06-19,60.5337,62.0107,62.227
2014-06-20,67.4802,62.1803,62.3793
2014-06-23,70.0797,62.3542,62.556
2014-06-24,55.6963,62.4715,62.5749
2014-06-25,51.6167,62.5408,62.5433
2014-06-26,50.8686,62.5596,62.5069
2014-06-27,45.5668,62.546,62.4087
2014-06-30,42.4847,62.512,62.2804
2014-07-01,47.4006,62.4863,62.2245
2014-07-02,48.8544,62.4824,62.1932
2014-07-03,55.315,62.4798,62.2491
2014-07-07,55.6697,62.468,62.3024
2014-07-08,56.7782,62.4859,62.3633
2014-07-09,60.9813,62.5216,62.4746
2014-07-10,53.3734,62.519,62.4913
2014-07-11,47.9205,62.4279,62.4383
2014-07-14,53.6909,62.3538,62.4688
2014-07-15,51.7846,62.339,62.4717
2014-07-16,59.2069,62.41,62.5864
2014-07-17,50.372,62.4222,62.5671
2014-07-18,52.5649,62.4885,62.5845
2014-07-21,54.3741,62.5931,62.6281
2014-07-22,56.7111,62.6882,62.7033
2014-07-23,60.1075,62.805,62.8263
2014-07-24,60.2494,62.8787,62.9352
2014-07-25,52.8284,62.9018,62.9402
2014-07-28,53.2232,62.9201,62.9502
2014-07-29,54.9631,62.9201,62.9833
2014-07-30,52.8463,62.9497,62.9875
2014-07-31,33.114,62.8277,62.6405
2014-08-01,32.6871,62.6585,62.3283
2014-08-04,40.5314,62.56,62.166
2014-08-05,34.2872,62.3172,61.8682
2014-08-06,38.4165,62.172,61.6737
2014-08-07,36.1874,61.9776,61.4473
2014-08-08,43.4975,61.832,61.3707
2014-08-11,42.3599,61.6524,61.2783
2014-08-12,41.4776,61.4313,61.1785
2014-08-13,44.5851,61.2352,61.1412
2014-08-14,44.5851,61.0871,61.1089
2014-08-15,44.3122,60.9333,61.076
2014-08-18,47.1567,60.7879,61.0876
2014-08-19,46.9984,60.6543,61.0952
2014-08-20,48.3064,60.7178,61.119
2014-08-21,45.8683,60.769,61.1052
2014-08-22,41.6627,60.728,61.0294
2014-08-25,43.4523,60.782,60.9841
2014-08-26,49.4031,60.8412,61.0178
2014-08-27,48.7207,60.9264,61.038
2014-08-28,48.9966,60.9493,61.0588
2014-08-29,48.2281,60.9814,61.0678
2014-09-02,41.9759,60.9814,60.9961
2014-09-03,46.7295,60.9823,60.9848
2014-09-04,42.2232,60.9502,60.9135
2014-09-05,48.6256,60.9603,60.9255
2014-09-08,40.6036,60.8835,60.8137
2014-09-09,38.8436,60.7913,60.6858
2014-09-10,36.2601,60.6644,60.5274
2014-09-11,37.9461,60.5657,60.4081
2014-09-12,32.6602,60.4463,60.2023
2014-09-15,36.5441,60.3383,60.0657
2014-09-16,44.2802,60.2412,60.0408
2014-09-17,42.5645,60.1337,59.9905
2014-09-18,40.306,60.0038,59.9084
2014-09-19,43.7912,59.901,59.879
2014-09-22,40.8688,59.8154,59.806
2014-09-23,38.4397,59.6802,59.701
2014-09-24,37.4525,59.5687,59.5927
2014-09-25,31.0356,59.3488,59.3703
2014-09-26,39.4348,59.2461,59.2742
2014-09-29,35.49,59.1161,59.1089
2014-09-30,34.0943,58.995,58.9346
2014-10-01,30.102,58.8119,58.686
2014-10-02,33.2159,58.703,58.5066
2014-10-03,37.4448,58.599,58.4019
2014-10-06,41.3175,58.4713,58.3603
2014-10-07,36.636,58.3084,58.2301
2014-10-08,44.0035,58.2206,58.2188
2014-10-09,34.3311,57.9879,57.9804
2014-10-10,33.702,57.7711,57.7558
2014-10-13,31.5512,57.5432,57.4988
2014-10-14,30.7449,57.3119,57.2523
2014-10-15,29.8113,57.135,57.0117
2014-10-16,32.3584,56.9229,56.8343
2014-10-17,36.3515,56.7816,56.7305
2014-10-20,39.8614,56.6815,56.6865
2014-10-21,49.8581,56.7162,56.8023
2014-10-22,47.5059,56.7087,56.8601
2014-10-23,52.0931,56.7171,56.9906
2014-10-24,53.7797,56.7157,57.1347
2014-10-27,49.8966,56.7307,57.1957
2014-10-28,55.9944,56.7522,57.3625
2014-10-29,53.4253,56.8738,57.4653
2014-10-30,52.7103,56.9989,57.5429
2014-10-31,61.6358,57.2566,57.7953
2014-11-03,54.5252,57.4633,57.8953
2014-11-04,51.2741,57.6521,57.9213
2014-11-05,53.4936,57.8483,57.9889
2014-11-06,57.956,58.07,58.145
2014-11-07,61.3769,58.3119,58.3638
2014-11-10,59.7737,58.4575,58.5279
2014-11-11,60.2427,58.6318,58.6809
2014-11-12,54.7921,58.7174,58.7284
2014-11-13,51.298,58.7546,58.7102
2014-11-14,53.2168,58.845,58.7299
2014-11-17,53.3089,58.8752,58.7486
2014-11-18,51.9858,58.9173,58.7451
2014-11-19,55.6417,58.9982,58.803
2014-11-20,56.6504,58.9892,58.8706
2014-11-21,61.1372,59.0876,59.0109
2014-11-24,54.4544,59.1703,59.0425
2014-11-25,49.4357,59.1873,58.9923
2014-11-26,47.9179,59.1387,58.9241
2014-11-28,33.4096,58.8713,58.5397
2014-12-01,42.0848,58.6975,58.356
2014-12-02,49.3138,58.5994,58.3487
2014-12-03,51.98,58.5803,58.405
2014-12-04,49.826,58.5675,58.406
2014-12-05,47.803,58.5114,58.3615
2014-12-08,40.9084,58.3606,58.1479
2014-12-09,39.9713,58.2063,57.9364
2014-12-10,33.0635,57.8995,57.5294
2014-12-11,35.4143,57.6068,57.2205
2014-12-12,29.8718,57.1554,56.7381
2014-12-15,31.2096,56.7654,56.3449
2014-12-16,30.1964,56.3954,55.9636
2014-12-17,41.155,56.154,55.8486
2014-12-18,48.3191,56.1814,55.9255
2014-12-19,55.1359,56.2384,56.1968
2014-12-22,54.174,56.2004,56.4064
2014-12-23,57.4252,56.1845,56.692
2014-12-24,54.7367,56.1584,56.8727
2014-12-26,52.8612,56.1314,56.9822
2014-12-29,52.3864,56.192,57.0656
2014-12-30,52.206,56.2645,57.1338
2014-12-31,50.089,56.4316,57.1458
2015-01-02,51.501,56.5921,57.1876
2015-01-05,42.7877,56.7553,57.0142
2015-01-06,41.3635,56.8839,56.8242
2015-01-07,45.0947,57.0745,56.7348
2015-01-08,50.7007,57.2164,56.7818
2015-01-09,50.2252,57.258,56.8119
2015-01-12,44.154,57.1116,56.6919
2015-01-13,43.1077,56.9644,56.5606
2015-01-14,42.2581,56.75,56.4254
